ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0055085	transmembrane transport	587	35	AFUB_000270,AFUB_001570,AFUB_005210,AFUB_009810,AFUB_010780,AFUB_025700,AFUB_033520,AFUB_033970,AFUB_036290,AFUB_041130,AFUB_044920,AFUB_045800,AFUB_048240,AFUB_048970,AFUB_049180,AFUB_050080,AFUB_060870,AFUB_060880,AFUB_066140,AFUB_075760,AFUB_079540,AFUB_079760,AFUB_081190,AFUB_081210,AFUB_081390,AFUB_084410,AFUB_086780,AFUB_087020,AFUB_087490,AFUB_088060,AFUB_091700,AFUB_096340,AFUB_099430,AFUB_099620,AFUB_100400,	6.0	2.65	3.23	5.95616340328e-08	9.52986144524e-07	9.52986144524e-07
GO:0002376	immune system process	1	1	AFUB_068800,	100.0	44.52	inf	0.0224613315402	0.179690652322	0.359381304644
