"","Del_25_1","Del_25_2","Del_25_3","Del_30_1","Del_30_2","Del_30_3","Del_37_1","Del_37_2","Del_37_3","Del_42_1","Del_42_2","Del_42_3","WT_25_1","WT_25_2","WT_25_3","WT_30_1","WT_30_2","WT_30_3","WT_37_1","WT_37_2","WT_37_3","WT_42_1","WT_42_2","WT_42_3"
"AFUB_000010-T",14.4878009093647,9.2251423741625,7.15957965968517,12.8643071431085,14.4047648374534,11.3845129385259,4.30346243031941,2.61052436314239,2.68275337137188,3.47465482560264,3.82016885588202,4.01875663496326,4.77893574058839,3.9618869266499,5.84078582944054,3.70836671782936,4.48467605078697,6.80191515041861,5.19597495946419,2.41267139269452,3.54311494344965,3.6285151780715,2.36798943551629,2.58223206416258
"AFUB_000020-T",11.2923607087945,12.3184393720271,14.1339977764474,12.185451884897,10.1112811381066,10.2850739943069,6.00423201355942,5.8131264168944,8.70467849221726,3.71520785199052,5.29894389686861,3.93139236029014,11.2805111085982,11.6685710853387,13.7853618154568,10.4235172609258,10.0835573315831,9.21204256592127,5.06767928145273,5.0666099246585,6.62991962903078,4.17384115859091,3.95561871614654,3.45968956169355
"AFUB_000030-T",2.59968016317572,1.72458151208379,2.005916714998,1.76502367134998,3.15024839478699,2.80179601913876,0.927692499949095,1.53401947112491,1.99779506378757,0.801843421292918,0.801003147201069,1.10661414585945,3.08408062328669,4.043295562129,1.99306435886123,3.50791446281156,3.09191951327549,2.97249047911994,1.05843934359456,1.87652219431796,1.36893077360554,0.587274132867063,0.591997358879074,0.451263855873071
"AFUB_000040-T",19.8496412459146,22.8849229222548,22.7131492652081,27.5615234833882,27.1581897905427,23.6556701869058,20.6926965960868,19.6193016570186,17.3808170549518,21.435947462564,19.408922412949,18.375619106245,19.6992176748673,21.0305641654361,16.1106035674616,23.3192790004045,23.7325713991957,24.5029620576103,19.0198342651992,19.0064890824491,18.8966130317314,16.2549090347133,14.9075698554094,16.2705690256457
"AFUB_000050-T",0.324960020396965,0.0273743097156157,0.185161542922892,0.271542103284612,0.177836602931524,0.141863089576646,1.13384638882667,0.645902935210489,0.799118025515027,0.694930965120529,0.985850027324393,0.931885596513219,0.555690202393999,0.189953482784584,0.276814494286281,0.467721928374875,0.445682092003674,0.10711677402234,1.79613949216046,1.09910585667195,1.28840543398169,0.125844457042942,0.134544854290699,0.501404284303413
"AFUB_000060-T",0.270800016997471,0.218994477724926,0.216021800076708,0.407313154926919,0.457294121823918,0.390123496335777,0.154615416658183,0.376776712206119,0.513718730688232,0.106912456172389,0.277270320184985,0.0582428497820762,0.361198631556099,0.162817270958215,0.74739913457296,0,0.0557102615004593,0.187454354539096,0.384887034034385,0.589764118214217,0.161050679247711,0.104870380869118,0,0
"AFUB_000070-T",0,0,0,0.0339427629105766,0,0.0709315447883231,0,0.296038845304808,0,0,0,0.0582428497820762,0.0555690202393999,0.0542724236527383,0.110725797714513,0.133634836678536,0,0.16067516103351,0,0.321689519025936,0.0536835597492371,0.0838963046952947,0.0538179417162794,0.0752106426455119
"AFUB_000080-T",0.893640056091654,2.54581080355226,0.987528228922092,0.543084206569225,0.939993472638054,0.993041627036524,0.644230902742427,0.565165068309178,0.371019083274834,0.106912456172389,0.431309386954422,0.349457098692457,1.9727002184987,2.74075739446328,2.24219740371888,1.00226127508902,0.612812876505052,0.696259031145212,0.962217585085962,0.294882059107108,0.483152037743134,0.293637066433531,0.161453825148838,0.150421285291024
"AFUB_000090-T",0,0.109497238862463,0.123441028615262,0,0,0,0.0515384722193942,0.26912622300437,0.0570798589653591,0.106912456172389,0,0.0291214248910381,0.1667070607182,0.379906965569168,0.0830443482858844,0,0,0,0,0.0536149198376561,0.0536835597492371,0,0.0538179417162794,0
"AFUB_000100-T",2.51844015807648,3.33966578530512,3.02430520107391,2.44387892956151,2.05782354820763,3.2273852878687,2.44807743042122,4.17145645656774,3.93851026860978,3.9023046502922,2.24897037483377,2.50444254062928,2.72288199173059,4.15184040943448,4.15221741429422,2.47224447855291,3.50974647452894,3.26706160768138,2.30932220420631,4.55726818620076,4.02626698119278,4.7820893676318,4.14398151215352,3.48475977590872
