"","Del_37_1","Del_37_2","Del_37_3","WT_37_1","WT_37_2","WT_37_3"
"AFUB_000010-T",4.30517132655911,2.61546549476546,2.67356694022402,5.20405702724272,2.39716465463425,3.53102393966995
"AFUB_000020-T",6.00661628196571,5.82412934916846,8.6748714549822,5.07556179200216,5.03404577473192,6.60729479620059
"AFUB_000030-T",0.928060884767234,1.53692302269723,1.99095410442214,1.06008569073463,1.86446139804886,1.36425924941794
"AFUB_000040-T",20.7009136241136,19.6564365534435,17.3213007084727,19.0494186244132,18.884330445952,18.8321276782397
"AFUB_000050-T",1.13429663693773,0.64712548324094,0.796381641768858,1.79893329336785,1.09204167600005,1.28400870533453
"AFUB_000060-T",0.154676814127872,0.377489865223881,0.511959626851408,0.385485705721683,0.585973582243927,0.160501088166816
"AFUB_000070-T",0,0.296599179818764,0,0,0.319621953951233,0.053500362722272
"AFUB_000080-T",0.644486725532802,0.566234797835822,0.369748619392684,0.963714264304207,0.292986791121963,0.481503264500448
"AFUB_000090-T",0.0515589380426241,0.269635618017058,0.0568844029834898,0,0.0532703256585388,0.053500362722272
"AFUB_000100-T",2.44904955702465,4.1793520792644,3.9250238058608,2.3129142343301,4.5279776809758,4.0125272041704
"AFUB_000110-T",115.363123870371,106.128579251514,88.1423824229175,100.290531105258,87.896037336589,109.461742129768
"AFUB_000120-T",5.61992424664603,3.10080960719617,2.84422014917449,10.6651045249666,6.15272261356123,3.55777412103109
"AFUB_000130-T",0.257794690213121,0.808906854051175,0.625728432818388,0.417609514531823,0.719149396390274,0.695504715389536
"AFUB_000140-T",3.06775681353614,3.93668002304905,2.67356694022402,2.53778089600108,2.05090753785374,2.40751632250224
"AFUB_000150-T",1.98501911464103,2.48064768575694,2.50291373127355,1.92742852860841,1.75792074673178,1.36425924941794
"AFUB_000160-T",0.928060884767234,0.431416988827293,0.682612835801878,0.706723793823086,0.958865861853698,0.749005078111808
"AFUB_000170-T",0.206235752170497,0.161781370810235,0.11376880596698,0.770971411443366,0.159810976975616,0.160501088166816
"AFUB_000180-T",0.283574159234433,0.566234797835822,0.767939440277113,0.128495235240561,0.159810976975616,0.13375090680568
"AFUB_000190-T",2.19125486681153,1.94137644972282,1.02391925370282,3.50149516030529,3.00977339970744,3.95902684144813
"AFUB_000200-T",1.08273769889511,1.42906877549041,0.511959626851408,0.770971411443366,1.43829879278055,2.32726577841883
"AFUB_000210-T",0.438250973362305,1.02461534846482,0.739497238785368,0.0963714264304208,0.266351628292694,0.722254896750672
"AFUB_000220-T",0.154676814127872,0,0,0.0642476176202805,0,0.107000725444544
"AFUB_000230-T",10.0539929183117,12.1066392489659,19.0278327979773,3.50149516030529,4.68778865795141,3.31702248878086
"AFUB_000240-T",20.1853242436873,28.0690678355758,32.2534564916387,17.0577424781845,24.6375256170742,24.1286635877447
"AFUB_000250-T",0.773384070639362,1.18639671927506,0.511959626851408,1.44557139645631,1.06540651317078,0.615254171306128
"AFUB_000260-T",72.6723231710787,248.927602553348,198.640335218346,57.7586082406322,171.636989271812,98.7884197666752
"AFUB_000270-T",36.3232718510287,73.4217787860449,53.4997810059722,13.7811139795502,10.4942541547321,25.7871748321351
"AFUB_000280-T",16.7308753948315,15.6119022831877,17.7479337308488,22.3902947406678,17.6324777929763,15.8896077285148
"AFUB_000290-T",102.860081395035,124.005420726045,103.870919847852,99.8086739731058,79.6657720223448,110.90625192327
"AFUB_000300-T",247.972712516001,157.089711056738,204.414102121171,183.973053055673,137.863602804298,124.147591697032
"AFUB_000310-T",73.6261635248673,71.6961108307358,81.1456008559482,59.6539129604305,67.0407048412711,67.0092043096457
"AFUB_000320-T",2.55216743310989,2.18404850593817,2.70200914171577,2.89114279291262,2.21071851482936,2.54126722930792
"AFUB_000330-T",4.2793918575378,3.82882577584223,4.69296324613791,4.69007608628048,2.84996242273183,3.07627085653064
"AFUB_000340-T",6.80577982162639,6.79481757402987,6.88301276100227,8.70555218754801,12.4652562040981,10.9140739953435
"AFUB_000350-T",6.57376460043458,6.82178113583157,5.85909350729945,2.40928566076052,3.62238214478064,6.23279225714469
"AFUB_000360-T",4.20205345047387,4.6377326298934,5.68844029834898,5.52529511534412,4.5279776809758,4.76153228228221
"AFUB_000370-T",5.07855539719848,3.31651810160982,3.89658160436905,3.46937135149515,5.2204919145368,2.80876904291928
"AFUB_000380-T",69.1663153841803,45.649310130288,50.7977718642564,65.0185890317239,59.9823866915147,28.7831951445823
"AFUB_000390-T",37.4575684879664,27.314088105128,22.1280327605775,40.315380056726,30.4706262766842,48.9528318908789
"AFUB_000400-T",40.3190895493321,31.4664766225907,27.4467244395338,38.1309610576365,33.5603051648794,37.6375051751183
"AFUB_000410-T",205.204573409644,161.457808068614,174.947981375723,311.086964517398,266.404898618352,223.096512551874
"AFUB_000420-T",110.23300953513,100.574085520363,93.2335364899398,145.167492013024,132.403394424298,129.658129057426
"AFUB_000430-T",118.533998559993,104.375947734403,73.3808798487019,110.056168983541,107.206530387809,105.636466195126
"AFUB_000440-T",52.5901168034766,37.3175695335608,40.5301371257365,57.5658653877713,51.6189455631241,42.1047854624281
"AFUB_000450-T",52.1518658301143,47.8872857598295,56.4577699611136,62.1274462388113,57.8782088280024,51.3068478506588
"AFUB_000460-T",14.4107231829134,12.0257485635608,7.90693201470509,14.648456817424,12.5185265297566,13.4285910432903
"AFUB_000470-T",21.5774155708382,15.396193788774,12.4576842533843,25.18506610715,26.0491892470255,17.7888706051554
"AFUB_000480-T",1.64988601736397,1.24032384287847,1.59276328353772,1.83105710217799,1.81119107239032,2.43426650386338
"AFUB_000490-T",39.1847929123943,69.0267182123669,62.6866120878058,28.1404565176829,49.9675654677094,58.9306495385826
"AFUB_000500-T",103.117876085248,96.5565148119085,69.7402780577585,104.081140544854,98.6300079567846,98.547668134425
"AFUB_000510-T",112.089131304665,135.033517502943,127.193525071083,113.621911761466,124.759102692298,134.392911158347
"AFUB_000520-T",45.2945270704453,40.7149783205758,47.498476491214,45.5194370839687,50.7666203525875,47.2675704651273
"AFUB_000530-T",127.221679620175,110.49667626339,85.4972576841852,128.463111431751,137.357534710542,128.160118901203
"AFUB_000540-T",144.545482802497,141.693517267964,154.754018316584,187.089062510257,207.700999742643,175.695191179941
"AFUB_000550-T",117.090348294799,114.649064780853,110.867701414822,111.565987997617,88.5619164073208,133.215903178457
"AFUB_000560-T",14.2302668997643,13.7244529570683,9.95477052211072,11.2433330835491,11.1068628998053,12.7598365092619
"AFUB_000570-T",40.0097359210763,32.625909780064,41.0136545510962,44.5235990108544,33.5070348392209,37.4235037242292
"AFUB_000580-T",58.4936152093571,49.585990153337,47.2993810807718,61.1958557833172,53.8030289151242,54.7308710648842
"AFUB_000590-T",9.8219776971199,8.14299566411516,7.82160541022985,12.142799730233,8.81623889648817,7.89130350153512
"AFUB_000600-T",7.03779504281819,8.73619402375268,7.19587697741146,8.76979980516829,9.4022124787321,10.5395714562876
"AFUB_000610-T",20.9587083143267,23.8357886327079,46.5029994390029,17.1541139046149,14.9423263472201,21.9886490788538
"AFUB_000620-T",165.24639642661,162.428496293476,175.403056599591,162.096739255968,192.83857888391,164.83461754732
"AFUB_000630-T",1242.38995054409,1455.8166287977,1375.35109533482,872.70751394508,955.962629105308,1001.44653961685
"AFUB_000640-T",4.82076070698536,3.10080960719617,4.40854123122046,5.01131417438188,4.15508540136603,4.65453155683766
"AFUB_000650-T",95.0231228125563,86.6069605070791,91.1288135795507,106.683169058476,103.717324057175,87.8208454086095
"AFUB_000660-T",157.693012003366,91.7570008112049,96.9025804823749,325.639049908392,296.129740335817,172.110666877549
"AFUB_000670-T",2.68106477821645,3.85578933764393,3.83969720138556,4.14397133650809,5.00741061190265,3.18327158197518
"AFUB_000690-T",89.7383316631873,124.032384287847,109.161169325317,78.0287315998307,158.266137531519,89.0246035698606
"AFUB_000700-T",17.5558184035135,24.3211327451386,20.4215006710728,15.4515520376775,30.4173559510257,16.4513615370986
"AFUB_000710-T",15.8801529171282,8.3317405967271,12.5714530593513,10.536609289726,7.88400819746374,10.9675743580658
"AFUB_000720-T",2.7841826543017,1.88744932611941,3.3561797760259,1.44557139645631,2.13081302634155,1.73876178847384
"AFUB_000730-T",8.1205327417133,8.19692278771857,10.6373833579126,7.16360936466128,8.94941471063452,8.58680821692465
"AFUB_000740-T",10.2860081395035,6.9565989448401,14.7330603727239,2.7947713664822,3.19621953951233,5.16278500269925
"AFUB_000750-T",42.04631397376,37.1018610391472,45.2799847748579,112.497578453111,81.9297608628327,72.974494753179
"AFUB_000760-T",47.3826640611716,42.0092292870577,44.3413921256303,91.841969388191,72.3144670814664,71.7439864105667
"AFUB_000770-T",147.046091297564,116.509550545171,151.312511936083,344.431478062324,225.626464326741,205.842645573941
"AFUB_000780-T",80.6897380367068,125.326635254329,150.971205518182,120.367911611596,108.005585272687,108.043982517628
"AFUB_000790-T",47.3568845921503,46.9974882203732,65.7299276474225,73.4029031311705,55.0282464052706,61.4184164051682
"AFUB_000800-T",147.94837271331,124.679509771088,135.697743317115,199.874338416693,126.596928927517,138.886941627018
"AFUB_000810-T",151.377042093144,163.992382877975,198.469682009396,232.158766270884,186.872302410154,176.551196983498
"AFUB_000820-T",66.5110300749851,77.5202401799042,79.5243953709188,93.7051502991791,77.8812161127837,70.3262267984265
"AFUB_000830-T",275.917656935103,224.013271448572,231.576404545787,471.641760950479,285.1027829245,293.101737173967
"AFUB_000840-T",26.3466173397809,21.6787036885715,21.7298419396931,26.1487803714542,20.9885083094643,25.0916701167456
"AFUB_000850-T",18.8447918545791,16.3938455754371,16.837783283113,18.6960567275016,15.2086779755128,18.0831226001279
"AFUB_000860-T",10.1828902634183,10.2461534846482,11.6897448131072,11.6930664068911,9.72183443268333,9.33581329503646
"AFUB_000870-T",11.4460842454626,8.03514141690833,10.2960769400117,10.2153712016246,11.2134035511224,7.30279951159013
"AFUB_000880-T",51.1206870692618,62.2858277619404,53.2153589910547,49.5027893764261,59.6893999003927,51.922102021965
"AFUB_000890-T",28.6152106136564,28.3117398917911,34.1306417900939,20.3343709768188,20.6156160298545,24.6101668522451
"AFUB_000900-T",74.8893575069116,100.924611823785,96.3906208555235,64.1191223850399,74.3387394564909,83.9420691112447
"AFUB_000910-T",132.558029707587,190.30881919644,199.038526039231,122.166844904963,148.091505330738,178.423709678777
"AFUB_000920-T",3.634905132005,3.45133591061834,4.01035041033603,3.88698086602697,4.58124800663434,5.43028681631061
"AFUB_000930-T",6.36752884826408,5.85109291097016,4.32321462674523,3.18025707220389,4.55461284380507,7.08879806070104
"AFUB_000940-T",8.71346052920348,7.11838031565034,7.8500476117216,4.69007608628048,5.93964131092708,7.57030132520149
"AFUB_000950-T",2.68106477821645,2.13012138233476,3.32773757453415,2.76264755767206,2.63688112009767,2.78201886155814
"AFUB_000960-T",15.1841072535528,13.6435622716631,8.44733384304824,16.0940282138803,12.6250671810737,15.9966084539593
"AFUB_000970-T",3.27399256570663,2.93902823638593,3.18552656707543,3.37299992506473,2.31725916614644,2.78201886155814
"AFUB_000980-T",38.4371883107763,33.731415813934,41.6393829839146,33.7621230594574,28.7393406927817,27.927189341026
"AFUB_000990-T",19.824411677389,31.0080960719617,31.0304418274937,12.5282854359547,14.5960692304396,16.1571095421261
"AFUB_001000-T",78.3438063557674,213.794081525725,162.916930144715,23.8358661371241,22.4800774279034,52.8316081882436
"AFUB_001010-T",0.799163539660674,1.50995946089553,1.45055227607899,0.160619044050701,0.479432930926849,0.347752357694768
"AFUB_001020-T",0.74760460161805,0.808906854051175,0.853266044752347,0.674599985012945,0.42616260526831,0.40125272041704
"AFUB_001030-T",0.696045663575426,1.05157891026653,1.05236145519456,0.546104749772384,0.932230699024429,0.561753808583856
"AFUB_001040-T",8.55878371507561,8.7901211473561,6.59859074608482,6.19989510035707,7.45784559219543,6.60729479620059
"AFUB_001050-T",132.609588645629,111.521291611855,108.706094101449,131.225758989423,107.313071039126,104.967711661098
"AFUB_001060-T",31.2704959228515,28.7701204424201,30.1771757827414,37.9382182047756,38.6742564280992,34.7217354067545
"AFUB_001070-T",218.145866858343,233.423554517367,216.871786374555,202.701233591985,238.997316067034,215.659962133478
"AFUB_001080-T",101.210195377671,68.7570825943498,57.9083222371926,126.310816241471,90.266566828394,82.9523124008827
"AFUB_001100-T",105.592705111294,94.5612112385823,84.5017806319741,108.674845204704,89.973580037272,96.4076536255341
"AFUB_001110-T",73.8581787460591,97.9586200255972,79.1546467515261,71.0899888968404,77.5615941588325,73.7770001940131
"AFUB_001120-T",6.29019044120014,6.39036414700428,5.71688249984073,29.7466469581899,14.1166362995128,18.5646258646284
"AFUB_001130-T",1.64988601736397,2.10315782053305,2.95798895514147,1.41344758764617,1.33175814146347,1.07000725444544
"AFUB_001140-T",61.8191667131063,74.2306856400961,71.7027899606889,54.7068464036689,75.0046185272226,72.7069929395676
"AFUB_001150-T",59.4216760941243,52.6598361987315,48.835259961326,64.6331033260022,70.7163573117103,57.3523888382756
"AFUB_001160-T",8.55878371507561,7.01052606844351,12.0026090295164,11.5003235540302,7.80410270897593,10.9408241767046
"AFUB_001170-T",17.5558184035135,26.3703634420683,26.9063226111907,20.0452566975275,19.4436688653667,24.8241683031342
"AFUB_001180-T",8.06897380367068,7.49587018087422,6.76924395503529,9.38015217256095,10.0414563866346,8.29255622195216
"AFUB_001190-T",822.184605496706,1000.5368877759,1837.82129159059,1110.52007056655,1266.66180350874,1159.27260964755
"AFUB_001200-T",483.261926273516,333.377478116291,342.245010550167,595.254177251899,483.05531307163,441.7524949978
"AFUB_001210-T",51.6104969806668,51.9587835918871,54.6090268641502,51.2053512433636,58.5440878987341,54.0621165308558
"AFUB_001220-T",86.2581033453102,72.8285804264074,74.7461055203056,148.026510997126,116.715283517859,144.985982977357
"AFUB_001230-T",82.777875027433,114.568174095448,117.807598578807,60.8424938864056,72.6607241982469,77.9500284863503
"AFUB_001240-T",0,0.0269635618017058,0.0853266044752347,0,0.0799054884878082,0
"AFUB_001250-T",100.20479608584,63.6879329756291,67.7493239533364,121.717111581621,79.1597039285887,59.5191535285276
"AFUB_001260-T",730.925285161261,612.04588933692,566.056694088707,392.488696042294,592.392656485781,455.849840575118
"AFUB_001270-T",1.21163504400167,0.781943292249469,0.483517425359664,0.867342837873787,1.67801525824397,0.508253445861584
"AFUB_001280-T",26.2177199946744,24.105424250725,24.6309464918511,27.3373612974294,32.1752766977574,22.1491501670206
