"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"AFUB_079730-T",2800.45880704177,-3.70255726276969,0.186038750364733,2.05260083781057e-89,2.05321661806191e-85
"AFUB_021270-T",1556.50623174529,2.50728430974512,0.142269254794112,1.04891108196259e-70,5.24612877643589e-67
"AFUB_079710-T",561.655607280349,-4.44668392033645,0.253355133831432,3.41445739575136e-70,1.13849391099003e-66
"AFUB_079750-T",1252.87420482544,-3.45734439684957,0.199441510387028,1.4084530393181e-68,3.52218893807473e-65
"AFUB_079160-T",5383.78783927205,2.31817033657613,0.134286385335976,5.82912014971103e-68,1.16617377715119e-64
"AFUB_030040-T",3579.7995451559,4.27889628977963,0.248613075396124,1.29298562052745e-67,2.15562252702268e-64
"AFUB_079740-T",2146.16046534243,-2.90227310163556,0.177348750534673,2.11404442490413e-61,3.02096948318801e-58
"AFUB_079720-T",3837.27706894162,-2.69594939273879,0.179170489969916,1.88181338657968e-52,2.35297241324457e-49
"AFUB_052460-T",3625.28958914357,-2.75013327683317,0.193716960040016,4.90886189394894e-47,5.45592728057458e-44
"AFUB_081370-T",646.436037442169,2.3114465765693,0.165059759665489,9.24856860524171e-46,9.25134317582328e-43
"AFUB_064960-T",593.66372789847,2.32190654061605,0.17322314383113,3.67129969008429e-42,3.33854643635574e-39
"AFUB_034530-T",38268.0406833178,-2.26275021535348,0.173463235395969,2.4563342043297e-40,1.9056385578978e-37
"AFUB_050180-T",1034.55706067647,2.09748554796865,0.160190484711565,2.4765871491224e-40,1.9056385578978e-37
"AFUB_052480-T",2686.14725848511,-2.04163371170504,0.157257659190172,1.02233629749419e-39,7.30459284559596e-37
"AFUB_081350-T",376.710051612835,2.41913548212136,0.195016663713543,1.50909744756305e-36,1.00636678453155e-33
"AFUB_034480-T",8781.32318548039,-1.64634698465469,0.133417202043119,4.27210041302181e-36,2.67086377696607e-33
"AFUB_062550-T",4804.54209757853,2.41651939235348,0.197188749855134,9.55722129180247e-36,5.62358144599412e-33
"AFUB_079760-T",3148.87606428992,-2.13202339195667,0.174703799061596,1.86367384487757e-35,1.0356849705728e-32
