"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"AFUB_004500-T",2652.57928996335,3.00829109259702,0.158935388900665,1.40985336554942e-84,1.35853470304342e-80
"AFUB_049500-T",7445.62668202875,2.32044733748941,0.123945756759182,7.01208465413719e-80,3.3784223863633e-76
"AFUB_053780-T",47856.332695041,2.25286300251809,0.123512747614893,6.28984506920526e-76,2.02029823622873e-72
"AFUB_061490-T",7026.45108639264,2.35217066325383,0.135084455608583,1.23540667010949e-69,2.97609466829377e-66
"AFUB_087440-T",1951.99523068552,2.21983685062797,0.133646812743476,1.56027737869743e-63,3.00696656422569e-60
"AFUB_056940-T",13700.3132082707,1.91679019742616,0.126540431250259,2.10486124427892e-53,3.38040715831195e-50
"AFUB_068730-T",11630.614337726,2.60378107493836,0.17946510262323,4.62370652213475e-50,5.89759445410982e-47
"AFUB_012300-T",15157.5567194353,1.90858315988528,0.130480560563908,4.89630091665406e-50,5.89759445410982e-47
"AFUB_052780-T",2484.73473473696,1.90420429049227,0.130874099966398,1.50846497112497e-49,1.6150631624178e-46
"AFUB_003120-T",2174.70071433234,2.57484530485849,0.179940612558432,1.01699344385793e-48,9.79974882501503e-46
"AFUB_012310-T",25215.506013961,2.04347774251426,0.142407974097226,3.1302671117119e-48,2.74211398985962e-45
"AFUB_060890-T",1837.70563085957,2.65342349813217,0.187469309961387,4.92393285250386e-48,3.9539180805606e-45
"AFUB_049320-T",410.862584127492,-2.54387081737248,0.185354926509535,4.64467588565771e-45,3.44277667955367e-42
"AFUB_012320-T",12639.4387472868,2.20844209172567,0.160563541252309,1.18804714422132e-44,8.03427605413787e-42
"AFUB_073490-T",2722.67656112109,1.89236578387524,0.137625950127882,1.25066563731909e-44,8.03427605413787e-42
"AFUB_066370-T",4465.28139595895,1.99031490751896,0.146259038843321,9.93275055347192e-44,5.98199902082846e-41
"AFUB_033520-T",2093.03201646704,1.8571300600001,0.140178335681983,1.03752705444805e-41,5.88094746862436e-39
"AFUB_027270-T",23526.828478927,2.16669373317079,0.167372747089391,6.38105558395804e-40,3.41599175594554e-37
"AFUB_079800-T",4163.74074464845,-1.94226691523425,0.153002440470432,1.6138588571534e-38,8.18481260396323e-36
"AFUB_085740-T",5551.80177526656,1.77125591168871,0.140891639924919,5.36068660548191e-38,2.58277880652118e-35
"AFUB_073780-T",335.397042592563,-2.87896781040334,0.237078538494043,8.53837629024402e-38,3.91789494918054e-35
"AFUB_050030-T",18680.3534436887,-1.32232501216785,0.106054705073783,1.15993700840497e-37,5.08052409681375e-35
"AFUB_048310-T",2940.65789675688,1.84391686685397,0.150729097508162,4.31831410473375e-36,1.80918585709628e-33
"AFUB_087570-T",2978.84415979751,-1.72847703482125,0.142082279684753,7.39300198006613e-36,2.96829029499655e-33
"AFUB_061480-T",2365.78102416275,1.67006820788387,0.13764645086482,9.29870045763215e-36,3.58409110438973e-33
"AFUB_081300-T",3147.46119337013,-1.7331491301486,0.142887690208248,1.16001340999569e-35,4.29918816104558e-33
"AFUB_066480-T",18861.2611728991,1.39448498791284,0.117401064598144,1.40335819899189e-34,5.00842948351328e-32
"AFUB_031090-T",7455.20102401251,1.46089770587547,0.126007276178382,3.93981374923284e-33,1.3558587602717e-30
"AFUB_087030-T",1459.24570403156,2.0967047123637,0.180218894675827,6.9995320506375e-33,2.32577554620493e-30
"AFUB_016830-T",7969.54525164025,1.9916631174025,0.172405292570739,1.79809631738276e-32,5.77548537143344e-30
"AFUB_076620-T",703.195140244465,-1.95623936644757,0.170364596421302,3.89039411123418e-32,1.20928508567266e-29
"AFUB_028939-T",3563.39679509149,1.38619688584812,0.121934315567145,5.56254680701244e-32,1.67502190726162e-29
"AFUB_020580-T",1369.17231637463,1.51350777504347,0.134566657494797,2.21133739406807e-31,6.45710519067876e-29
"AFUB_071540-T",6460.10521915081,7.4008291060138,0.644911523447346,2.4313462450733e-31,6.89072129927245e-29
"AFUB_060880-T",461.836382854397,2.13130062871432,0.191215218260415,1.78765649903111e-30,4.9216737213325e-28
"AFUB_082870-T",3115.4750888673,1.59005489294174,0.143684579850498,1.92480740018831e-30,5.15206780783737e-28
"AFUB_087540-T",777.092118745825,2.1669070943343,0.195927006608958,4.48011096591308e-30,1.16676619641996e-27
"AFUB_056340-T",3076.45311362512,1.70312375687888,0.155559166352045,9.37481274512261e-30,2.37725514768425e-27
"AFUB_084830-T",503.348624456087,-2.32556184370312,0.213228937578616,1.66746850552684e-29,4.11992987673248e-27
"AFUB_027780-T",1498.94003858896,1.7705962078635,0.163045685599266,2.95021742442199e-29,7.10707377543257e-27
"AFUB_022910-T",1056.56310047856,1.6681615062557,0.155033143503008,6.68357747342726e-29,1.57080372034012e-26
"AFUB_072050-T",5346.99793271277,-1.14149256287567,0.106228408737796,1.4806196091681e-28,3.39696441760567e-26
"AFUB_095450-T",617.771950540054,-2.71602672302638,0.260692591121467,2.01032275697445e-28,4.50499304330367e-26
"AFUB_050450-T",50840.0652269774,-1.32428658055855,0.125343776154231,4.59919856820946e-28,1.00038138238918e-25
"AFUB_081980-T",2053.35486237048,1.63954561596077,0.15508095009606,4.67176859770786e-28,1.00038138238918e-25
"AFUB_047370-T",3147.40179949888,-1.84169074228759,0.173610529813356,5.1844224877108e-28,1.08602380633872e-25
"AFUB_041670-T",2391.2278231451,2.06637460237797,0.196923509716389,2.17840493370639e-27,4.46619360450953e-25
"AFUB_061910-T",18224.8160507926,1.36161421927289,0.131363305674177,3.4909280326608e-27,7.00803802556655e-25
"AFUB_022960-T",802.342569642562,1.67503910776857,0.161277123210704,3.61976586805171e-27,7.11838038868292e-25
"AFUB_044020-T",808.884973294873,1.69005127446773,0.164371731358519,1.10887933465669e-26,2.13703225375038e-24
"AFUB_062170-T",712.084847122161,1.88110124077402,0.182684852183589,1.45147645706582e-26,2.74243669417377e-24
"AFUB_051000-T",141942.399382613,1.52039735081952,0.148977348546667,1.74306484727249e-26,3.23003324390725e-24
"AFUB_061950-T",384.808114371478,2.21170737280274,0.21654592980112,3.38739233168474e-26,6.15866273738003e-24
"AFUB_055260-T",371.337601997294,-1.74670285072355,0.171746372043606,4.01150046454866e-26,7.15829971785016e-24
"AFUB_035610-T",2327.5263854773,1.27064158795781,0.125233034944069,4.41155669135675e-26,7.72904732325702e-24
"AFUB_091940-T",11934.1921560974,1.37730075900994,0.137296705439965,1.05954163607988e-25,1.82316842951174e-23
"AFUB_067270-T",2464.04771859535,1.73552396764022,0.172463359757985,1.15880800215529e-25,1.95899542259094e-23
"AFUB_007740-T",3444.98077269874,1.10045650812097,0.108994140962282,1.70666337609219e-25,2.83541522276282e-23
"AFUB_044920-T",2209.43849371948,1.96967162753297,0.19612118856282,2.1504558973001e-25,3.51216830955657e-23
"AFUB_091610-T",2580.62689970667,1.22356007987793,0.122363104521123,2.40149063969776e-25,3.85679396735459e-23
"AFUB_082030-T",877.977785500582,-1.3871314222768,0.140492337626067,5.13296400583387e-25,8.10840019019921e-23
"AFUB_003720-T",851.320181027816,1.63063820345902,0.165012852030346,5.57748699165489e-25,8.66849429864298e-23
"AFUB_081390-T",191.561665707375,2.43376724980902,0.247448924845441,6.92092537541353e-25,1.05857201456325e-22
"AFUB_049170-T",2312.00097388693,1.67134728504814,0.169598177073113,8.00193457382219e-25,1.2047912742711e-22
"AFUB_065800-T",13186.7164174274,1.19784531540103,0.1219019924383,1.53858387477136e-24,2.28089141804567e-22
"AFUB_013970-T",2905.87850048041,1.24796712235391,0.127343483487733,1.58705396196107e-24,2.31709878446316e-22
"AFUB_081330-T",2552.63423298267,-1.38709145219752,0.142776010075269,2.46248586599641e-24,3.54156922458827e-22
"AFUB_005390-T",4378.60282713334,1.65382791211866,0.169895321184944,2.51729872661491e-24,3.56716037200901e-22
"AFUB_083440-T",6857.79223671476,1.38592940622199,0.144369863433307,7.61515317734069e-24,1.06347269589645e-21
"AFUB_080560-T",6025.46685132569,1.24097177015623,0.129275244167051,1.17006933583158e-23,1.6106840171533e-21
"AFUB_019590-T",1001.32921543349,1.34613970263441,0.140969465435647,1.34152524792779e-23,1.82069539282144e-21
"AFUB_022090-T",11105.8951509021,1.79945777770618,0.187571468464301,1.37497069738493e-23,1.84016911666684e-21
"AFUB_050410-T",18414.6047227663,1.18670406038701,0.123775129612173,1.69220804129081e-23,2.23371461450387e-21
"AFUB_100390-T",801.360560005264,1.36887649704128,0.144107591013858,2.07707416633593e-23,2.70468738740717e-21
"AFUB_034180-T",2906.30381567076,1.21915072731787,0.128046015074093,2.749110119042e-23,3.53205668094516e-21
"AFUB_086810-T",14122.3332965762,1.07188030291063,0.11179275289054,3.09959948824017e-23,3.92996587745819e-21
"AFUB_062350-T",17725.665179441,1.08759837769427,0.11483424364348,8.78439976349233e-23,1.09930488468847e-20
"AFUB_041760-T",2318.95712814123,1.00867827155905,0.106528227029726,1.3429735929795e-22,1.65908891563467e-20
"AFUB_081530-T",3310.4948680828,1.3321621802862,0.143714819200252,1.99661592616029e-22,2.43536595752919e-20
"AFUB_087560-T",663.616657951898,-1.65162482159277,0.179377227620327,3.80335131040503e-22,4.58113665338286e-20
"AFUB_063970-T",7478.58106386768,1.45055216144591,0.158895155613125,6.27308924691912e-22,7.46265283744601e-20
"AFUB_033510-T",587.229700040635,1.618686269599,0.17734111775102,7.4657918851692e-22,8.77321592749883e-20
"AFUB_063700-T",37472.5344058471,1.83257740728528,0.199925674322812,8.12171705589762e-22,9.42901994585897e-20
"AFUB_077640-T",5074.81579796265,1.52077465521226,0.167135951896651,8.45604357600144e-22,9.65395412235195e-20
"AFUB_012090-T",2710.26701300502,1.76346152395929,0.192826863684,8.58575310877465e-22,9.65395412235195e-20
"AFUB_090710-T",6623.46426716171,-1.1502138222048,0.125113636383466,8.6160238119787e-22,9.65395412235195e-20
"AFUB_028780-T",3349.01382353501,-1.09227547585844,0.118525849699016,9.53907492426597e-22,1.05653478126698e-19
"AFUB_088870-T",5509.10950099161,1.78866649471309,0.19751783061317,2.04800317077625e-21,2.242563472e-19
"AFUB_048590-T",591.031038210086,-1.20401544056278,0.133759956354446,3.85812229930914e-21,4.17717600855538e-19
"AFUB_084930-T",25362.316804337,-1.03655374572141,0.114223700817237,4.66354890832605e-21,4.99310636451442e-19
"AFUB_100120-T",61628.1620083446,-1.25037673352087,0.139644163755461,4.83833204701365e-21,5.12331512143116e-19
"AFUB_073890-T",2978.08044201819,1.31425468673972,0.147333209320711,5.2522066844296e-21,5.50111560990909e-19
"AFUB_033690-T",7004.43457331893,1.28912983808535,0.144824811187832,6.74939112386596e-21,6.99324009350241e-19
"AFUB_092010-T",5599.48172538153,1.45030654341723,0.164399457472856,1.02531100051088e-20,1.051052851162e-18
"AFUB_010350-T",16985.7443382059,1.26209691393628,0.142484387852082,1.101477249646e-20,1.10652333394899e-18
"AFUB_022380-T",913.959486904213,1.24754115282407,0.140740456051561,1.10238937379725e-20,1.10652333394899e-18
"AFUB_062180-T",381.438995489916,-1.40276966288068,0.159805935533951,1.5722963694935e-20,1.56192245530303e-18
"AFUB_088500-T",34881.5756936873,-1.13761641770922,0.128881572252363,2.59541950513401e-20,2.52620831833043e-18
"AFUB_008160-T",1542.29681273633,-1.32809053360804,0.152500792178074,3.35404350396939e-20,3.2319563204249e-18
"AFUB_017560-T",2630.42397371087,-1.3978686646353,0.160979158506177,3.65239670804674e-20,3.48460343353845e-18
"AFUB_086960-T",1011.06203055203,1.1901289473156,0.136075447820875,4.0861646552155e-20,3.82274588520937e-18
"AFUB_049140-T",183.42817261924,-1.70748387004094,0.196542091658546,4.59760084833732e-20,4.25985401678639e-18
"AFUB_091980-T",3253.32104990593,1.84640875913528,0.211866451774023,4.71455960198061e-20,4.32661869758906e-18
"AFUB_057500-T",3172.2006861582,1.45836631318162,0.16995568969072,8.58045233274289e-20,7.80011685644438e-18
"AFUB_038070-T",30876.0793330237,1.1034418137787,0.127515695776961,1.43698666885565e-19,1.2940937888872e-17
"AFUB_080570-T",4454.79221400266,1.28222946980976,0.149838846451132,1.45488634672404e-19,1.29808192935489e-17
"AFUB_054490-T",399.938231237873,1.85776743427722,0.216640554194036,1.60397846359106e-19,1.4179758234095e-17
"AFUB_044150-T",816.542960629764,-1.1952920041796,0.139234957525618,1.64460122382209e-19,1.44067067206815e-17
"AFUB_098630-T",2222.96530058635,1.43513141758543,0.168738184100041,1.67206971558096e-19,1.45153727741785e-17
"AFUB_030150-T",736.640061999385,-1.12305954759684,0.130273375233305,1.72460454069239e-19,1.48377583518856e-17
"AFUB_071930-T",1299.5020715621,-1.70983967822629,0.200852620667412,2.09110088186602e-19,1.78317239802309e-17
"AFUB_056870-T",2365.31749819846,1.48780615580562,0.177542036228665,4.82729072103151e-19,4.04804835120896e-17
"AFUB_096570-T",6971.69526136784,1.30311010199578,0.154944168687425,4.83110793263834e-19,4.04804835120896e-17
"AFUB_011250-T",1088.72244831341,-1.30178650937436,0.155016673974909,5.39619956243009e-19,4.48256715375658e-17
"AFUB_036430-T",1510.0682996665,1.13359003561674,0.133835904976771,6.0158651335749e-19,4.95460482283143e-17
"AFUB_074320-T",82259.569276579,1.16860905227292,0.138765814114846,7.63880799702723e-19,6.23792829316563e-17
"AFUB_056990-T",2597.719667638,1.32981524952395,0.159542589173686,8.47943994901341e-19,6.82533520385011e-17
"AFUB_079790-T",3739.43073171158,-1.09084627108552,0.129012241757116,8.4997947744086e-19,6.82533520385011e-17
"AFUB_054280-T",311.85831546677,-1.78590565102945,0.21424517929069,1.07889444245147e-18,8.59192301443169e-17
"AFUB_003200-T",5587.52418080239,1.22210277331776,0.146511995661743,1.1764203925752e-18,9.29179254332344e-17
"AFUB_034310-T",2312.03084496742,1.40016516350544,0.169267543947194,1.26186956048042e-18,9.8856708006417e-17
"AFUB_033710-T",1434.0380177585,1.53357873474876,0.186338916601775,1.74457820555567e-18,1.35440249049683e-16
"AFUB_046970-T",1145.77881654167,1.07345368709207,0.128090005007967,1.75695632328874e-18,1.35440249049683e-16
"AFUB_081260-T",2712.87843077689,-1.64174088898104,0.19931710960113,1.89176928296747e-18,1.44675308021227e-16
"AFUB_084470-T",2598.81046315997,-1.08890197102519,0.130252195940866,1.93170659658119e-18,1.46566336729578e-16
"AFUB_054965-T",462.014949015559,-1.56874185389979,0.191655346767595,2.61726262921949e-18,1.95503431745419e-16
"AFUB_086410-T",2465.06637663652,1.12350797016049,0.135352640614254,2.66739696253993e-18,1.97715670238729e-16
"AFUB_080180-T",1180.23394468319,-1.52712707855629,0.186765406989391,2.70579759101448e-18,1.99031035015386e-16
"AFUB_055620-T",11338.7323174825,1.25334077051729,0.152579027117512,3.00667849446854e-18,2.19487530096204e-16
"AFUB_075390-T",4640.8487328145,-1.08562420514344,0.130916614376642,3.46595937870963e-18,2.51112665964255e-16
"AFUB_060870-T",211.836161474743,2.02538258703826,0.246501802884338,3.70622130699289e-18,2.66516033687936e-16
"AFUB_062360-T",703.541776151993,1.23269615933672,0.150470951576002,3.9293847577688e-18,2.80470752043409e-16
"AFUB_071940-T",183.502838218385,-1.81920478886219,0.222411160883527,4.15454677643489e-18,2.92213231662238e-16
"AFUB_087460-T",1777.98158270067,1.12562897255011,0.136573941643223,4.31334785049448e-18,3.01184202082353e-16
"AFUB_096500-T",4410.23995146022,-1.20487361842983,0.14732399707246,4.97714257138422e-18,3.45034142574521e-16
"AFUB_047250-T",2010.53205752498,-1.10176915896447,0.13398419591862,5.69640198813842e-18,3.89294535870225e-16
