"","Del_42_1","Del_42_2","Del_42_3","WT_42_1","WT_42_2","WT_42_3"
"AFUB_000010-T",3.64099324790769,4.03866729170602,4.2845235291842,3.8406698446507,2.52173848762613,2.75841576830415
"AFUB_000020-T",3.89306201122438,5.60202237236641,4.19138171333237,4.41788034153462,4.21244951910274,3.69574151481527
"AFUB_000030-T",0.840229211055621,0.846817335357713,1.17979633412319,0.621611304336529,0.630434621906532,0.482053241062862
"AFUB_000040-T",22.4621275755536,20.5190354336677,19.590828600835,17.2053128878861,15.8754900243736,17.3806974138776
"AFUB_000050-T",0.728198649581538,1.04223672044026,0.993512702419525,0.133202422357828,0.143280595887848,0.535614712292068
"AFUB_000060-T",0.112030561474083,0.293129077623824,0.0620945439012203,0.111002018631523,0,0
"AFUB_000070-T",0,0,0.0620945439012203,0.0888016149052184,0.0573122383551393,0.0803422068438103
"AFUB_000080-T",0.112030561474083,0.455978565192615,0.372567263407322,0.310805652168264,0.171936715065418,0.160684413687621
"AFUB_000090-T",0.112030561474083,0,0.0310472719506101,0,0.0573122383551393,0
"AFUB_000100-T",4.08911549380402,2.37760251850435,2.67006538775247,5.06169204959745,4.41304235334573,3.72252225042988
"AFUB_000110-T",141.298545659187,144.545205166059,119.625138825701,128.828942823746,144.627433489194,140.732765654741
"AFUB_000120-T",4.78930650301704,7.75163560827445,3.78776717797444,10.8781978258893,17.1363592681866,13.4171485429163
"AFUB_000130-T",0.952259772529704,0.618828052761406,1.45922178167868,1.02121857141001,0.716402979439241,0.642737654750482
"AFUB_000140-T",5.20942110854485,5.08090401214628,4.16033444138176,4.15147549681896,3.83991996979433,5.67751595029593
"AFUB_000150-T",2.99681751943171,2.60559180110066,2.67006538775247,3.81846944092439,3.72529549308405,5.30258565169148
"AFUB_000160-T",0.336091684422248,0.130279590055033,0.745134526814644,1.50962745338871,1.6047426739439,1.5800634012616
"AFUB_000170-T",0.224061122948166,0.455978565192615,0.807229070715864,0.621611304336529,0.343873430130836,0.267807356146034
"AFUB_000180-T",0.308084044053728,0.390838770165098,0.0931418158518304,0.555010093157615,0.200592834242987,0.562395447906672
