"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"AFUB_102350-T",26928.4386357964,-5.25531328080083,0.255887643368094,5.01202693887768e-95,5.03808947895984e-91
"AFUB_080110-T",11490.4411241669,-3.91087926160898,0.25134738461328,4.6581469635142e-56,2.34118466386224e-52
"AFUB_102760-T",11083.7899660585,-3.92017308546367,0.252580383325453,2.17239675880464e-55,7.27897740650142e-52
"AFUB_102330-T",3324.57569455477,-3.92632849882806,0.258452744894456,1.94238251765109e-53,4.88120726685719e-50
"AFUB_102340-T",4194.5610089413,-3.86535189724781,0.257378271835545,2.77350355761489e-52,5.57585155222897e-49
"AFUB_100930-T",828.114422232076,-2.72571109612152,0.238350525662849,1.41848141756453e-31,2.37642920155978e-28
"AFUB_087620-T",1026.6466128401,-3.37073021562044,0.302333446692174,3.65006510558329e-30,5.24149349161761e-27
"AFUB_084940-T",209.959681174247,-2.95050361411022,0.279411444443587,2.41418418386261e-27,3.03342242702337e-24
"AFUB_015780-T",857.859147311725,-2.75196129344705,0.271591168310124,2.00241250861218e-25,2.23647228184107e-22
"AFUB_080125-T",14413.6962805073,-1.58674004001316,0.157943279749876,5.70443477221155e-25,5.73409783302705e-22
"AFUB_084100-T",204.879392682524,-1.83249398029044,0.202656842163702,8.28520259744684e-21,7.57116877359415e-18
"AFUB_000310-T",3655.32775153907,-1.45025097273392,0.163236065803023,4.49518753019612e-20,3.76546875446095e-17
"AFUB_078460-T",593.314174286522,-2.01214085523309,0.230044088284872,1.19953846303684e-19,9.2752004849587e-17
"AFUB_004630-T",448.55339750189,-2.20035501773574,0.255462398789907,3.69256432859224e-19,2.65126118792923e-16
"AFUB_102230-T",1019.78909164002,-1.28511491769233,0.150817354759673,1.09208770033061e-18,7.31844370914889e-16
"AFUB_018790-T",7617.15690445639,-1.35940350375725,0.162281233651177,3.60528302317766e-18,2.26501905931136e-15
"AFUB_009450-T",1185.47144233348,-1.14941773345499,0.140612770502608,2.25483520785343e-17,1.33327079466722e-14
"AFUB_035520-T",135.105013915931,-1.29821621778153,0.160142724648434,3.53819845306533e-17,1.97588726945626e-14
"AFUB_082080-T",8964.39571532739,1.1179361147663,0.140883478046409,1.74001150914427e-16,9.20557667890433e-14
"AFUB_080090-T",1767.60504894827,-1.55887757829289,0.198225049906818,1.93563232350921e-16,9.72848805795728e-14
"AFUB_048580-T",2487.58509599443,-1.61869903625915,0.208336181955625,4.43388592469387e-16,2.12235339595347e-13
"AFUB_034250-T",1770.40154326053,-0.891751424961329,0.115645561000065,1.24098320494742e-15,5.67016508005978e-13
"AFUB_039860-T",993.289335129855,-1.24375700382764,0.163345203670593,1.88253728410996e-15,8.22750642603188e-13
"AFUB_084680-T",7646.00557224379,0.609353191245869,0.0791877846525629,2.99753301589108e-15,1.25546674482238e-12
"AFUB_044440-T",467.367921689039,-1.32664703151183,0.179540362687036,9.83728032160374e-15,3.95537367171043e-12
"AFUB_079440-T",476.998812565909,-1.32279794391641,0.181250498357661,1.93799969556805e-14,7.49260497686541e-12
"AFUB_080070-T",95.1387400084926,-2.70586769700011,0.379624063554122,5.18584583592383e-14,1.93067119787801e-11
"AFUB_076150-T",2431.15719772973,-1.19263254287366,0.167857992899368,7.86779486572519e-14,2.82453835679534e-11
"AFUB_017640-T",50.9309344681868,-3.31455014997924,0.470921949372254,1.0272260254939e-13,3.56057793388436e-11
