"","Del_25_1","Del_25_2","Del_25_3","WT_25_1","WT_25_2","WT_25_3"
"AFUB_000010-T",14.4124879574417,9.25617196890621,7.08642685013292,4.80168568479069,3.98303590785632,5.91388858843862
"AFUB_000020-T",11.2336588378564,12.3598735489845,13.9895840403486,11.334211558285,11.7308591806727,13.9578981850352
"AFUB_000030-T",2.58616606339141,1.73038229685784,1.98542131577,3.09876227332423,4.0648791114424,2.01800937614967
"AFUB_000040-T",19.7464554631865,22.9618984154468,22.4810782831803,19.792995061143,21.1428275930729,16.3122424572099
"AFUB_000050-T",0.323270757923927,0.0274663856644101,0.183269659917231,0.558335544743104,0.190967475034207,0.280279080020788
"AFUB_000060-T",0.269392298269939,0.219731085315281,0.213814603236769,0.362918104083017,0.163686407172177,0.756753516056127
"AFUB_000070-T",0,0,0,0.0558335544743104,0.0545621357240591,0.112111632008315
"AFUB_000080-T",0.888994584290798,2.55437386679014,0.97743818622523,1.98209118383802,2.75538785406498,2.27026054816838
"AFUB_000090-T",0,0.10986554265764,0.122179773278154,0.167500663422931,0.381934950068414,0.0840837240062364
"AFUB_000100-T",2.50534837391043,3.35089905105803,2.99340444531477,2.73584416924121,4.17400338289052,4.20418620031182
"AFUB_000110-T",99.4057580616074,93.2758457163367,89.0995996630936,78.250726595746,76.3869900136827,71.3310258652905
"AFUB_000120-T",4.68742598989694,3.29596627972921,3.94029768822046,3.96418236767604,4.31040872220067,3.61560013226816
"AFUB_000130-T",0.269392298269939,0.10986554265764,0.305449433195384,0.446668435794483,0.218248542896236,0.420418620031182
"AFUB_000140-T",2.2090168458135,1.92264699650871,1.52724716597692,3.40584682293293,4.09216017930443,4.82080017635755
"AFUB_000150-T",2.93637605114233,1.6205167542002,2.13814603236769,2.40084284239535,2.83723105765107,2.88687452421412
"AFUB_000160-T",0.592663056193865,0.164798313986461,0.427629206473538,0.335001326845862,0.436497085792473,0.504502344037418
"AFUB_000170-T",0.107756919307976,0.219731085315281,0.183269659917231,0.111667108948621,0.0545621357240591,0.280279080020788
"AFUB_000180-T",0.161635378961963,0.466928556294972,0.244359546556308,0.279167772371552,0.327372814344355,0.196195356014552
"AFUB_000190-T",3.63679602664417,2.41704193846809,2.68795501211938,5.27627089782233,5.83814852247432,4.56854900433884
"AFUB_000200-T",1.53553610013865,0.906390726925533,0.97743818622523,1.28417175290914,1.41861552882554,0.952948872070679
"AFUB_000210-T",0.296331528096933,0.411995784966152,0.244359546556308,0.167500663422931,0.163686407172177,0.392390712029103
"AFUB_000220-T",0.107756919307976,0.137331928322051,0,0.0279167772371552,0.163686407172177,0.168167448012473
"AFUB_000230-T",6.1421444005546,3.21356712273598,4.15411229145723,12.0879645436882,13.0949125737742,13.7056470130165
"AFUB_000240-T",25.5383898759902,25.049343725942,34.5768758377175,20.9934164823407,25.7533280617559,24.4403357778127
"AFUB_000250-T",0.323270757923927,0.686659641610253,0.733078639668923,0.949170426063277,0.982118443033064,1.12111632008315
"AFUB_000260-T",37.3108333103865,43.6715532064121,49.299538517735,39.0834881320173,38.5754299569098,39.7716014549498
"AFUB_000270-T",36.1524464278258,13.595860903883,18.3880558783621,10.1896236915616,12.1673562664652,15.9759075611849
"AFUB_000280-T",40.3549662808368,23.9506882993656,34.4241511211198,26.7163558159575,27.6357217442359,21.5814891616007
"AFUB_000290-T",91.3778675731632,64.7932037823434,49.7882576108477,87.1840953116357,89.0726865695265,86.0456775663819
"AFUB_000300-T",183.456155121828,230.745105966709,221.909013216447,224.981307754234,218.575915710581,266.881739995794
"AFUB_000310-T",153.984637691097,164.880713143454,126.39497545625,259.011859206326,258.460836924868,245.52447409821
"AFUB_000320-T",1.99350300719755,3.24103350840039,1.49670222265738,3.09876227332423,3.05547960054731,3.47546059225777
"AFUB_000330-T",4.36415523197301,6.67433171645165,6.62825270033984,4.82960246202785,3.65566309351196,5.29727461239289
"AFUB_000340-T",10.4254819430466,9.44843666855708,11.0267245383534,10.0221230281387,13.6405339310148,8.12809332060285
"AFUB_000350-T",9.85975811667976,12.9092012622727,12.9510559674843,9.99420625090156,7.55685579778219,7.37133980454672
"AFUB_000360-T",4.68742598989694,4.72421833427854,5.25373025096061,4.77376890755354,4.03759804358037,4.03601875229935
"AFUB_000370-T",4.09476293370307,3.87276037868182,3.78757297162277,4.857519239265,3.57381988992587,3.81179548828272
"AFUB_000380-T",32.6503465503166,40.9249146399711,39.4335218255241,22.2217546807755,23.9254965149999,33.100959350455
"AFUB_000390-T",39.412093236892,55.7842292844169,24.7719490321457,62.0031622437217,65.7746546153533,76.7404121096917
"AFUB_000400-T",54.2825481013927,65.0129348676587,55.9583361613944,79.1998970218093,81.6522361110544,79.7113703579121
"AFUB_000410-T",215.675473994913,179.025901760625,202.48242926522,292.567825445386,324.535583286704,321.396021059837
"AFUB_000420-T",131.490380785557,88.6340265390514,132.839958496673,79.3953144624694,86.0444880368412,69.5092118451554
"AFUB_000430-T",133.941850699814,105.361055408677,129.632739448121,97.5691364438574,101.130918564544,80.3560122419599
"AFUB_000440-T",47.3861052656822,51.4170739637757,46.6726733922547,45.3926797876143,41.2489746073887,53.729499639985
"AFUB_000450-T",87.0675908008442,76.1917538330736,92.6428130881601,101.979987247328,83.2072569791901,90.1938079506895
"AFUB_000460-T",17.779891685816,14.3923860881509,20.5262019107298,15.8008959162298,16.4232028529418,11.9679167168876
