"","WT_25_1","WT_25_2","WT_25_3","WT_37_1","WT_37_2","WT_37_3","WT_42_1","WT_42_2","WT_42_3"
"AFUB_000010-T",4.98585237261276,4.09668131312672,6.05815593328678,5.47915918702712,2.52783100276881,3.71655145357381,3.80520010430655,2.47365256760916,2.70774867992587
"AFUB_000020-T",11.7689306004696,12.0655682509897,14.2983964681366,5.34387130586596,5.30844510581451,6.95445612903585,4.3770798887688,4.13212417543802,3.62785745465796
"AFUB_000030-T",3.21761403116288,4.18085969627316,2.06723804358601,1.1161250195796,1.9660907799313,1.43594033433534,0.615870537113199,0.618413141902289,0.473198798433647
"AFUB_000040-T",20.5521472801305,21.7460823128302,16.7101741856536,20.0564283821425,19.9136908995899,19.8216077523937,17.0464166522403,15.5727673006304,17.0614455657465
"AFUB_000050-T",0.579750275885204,0.196416227341692,0.287116394942501,1.89403033625629,1.1515674568169,1.35147325584502,0.131972257952828,0.140548441341429,0.525776442704052
"AFUB_000060-T",0.376837679325383,0.168356766292879,0.775214266344754,0.40586364348349,0.617914245121265,0.168934156980628,0.109976881627357,0,0
"AFUB_000070-T",0.0579750275885204,0.0561189220976263,0.114846557977001,0,0.337044133702508,0.0563113856602093,0.0879815053018855,0.0562193765365717,0.0788664664056079
"AFUB_000080-T",2.05811347939248,2.83400556593013,2.32564279903426,1.01465910870873,0.308957122560633,0.506802470941884,0.307935268556599,0.168658129609715,0.157732932811216
"AFUB_000090-T",0.173925082765561,0.392832454683384,0.0861349184827505,0,0.0561740222837514,0.0563113856602093,0,0.0562193765365717,0
"AFUB_000100-T",2.8407763518375,4.29309754046841,4.30674592413752,2.43518186090094,4.77479189411887,4.2233539245157,5.01494580220747,4.32889199331602,3.65414627679316
"AFUB_000110-T",81.2520011653114,78.5664909366768,73.0711225128666,105.592191246288,92.6871367681898,115.213095060788,127.63916881671,141.869596690039,138.14776032049
"AFUB_000120-T",4.11622695878495,4.43339484571248,3.70380149475827,11.2288941363766,6.48809957377329,3.74470714640392,10.777734399481,16.8095935844349,13.1706998897365
"AFUB_000130-T",0.463800220708163,0.224475688390505,0.430674592413752,0.439685613773781,0.758349300830644,0.732048013582721,1.01178731097168,0.702742206707146,0.630931731244863
"AFUB_000140-T",3.53647668289975,4.20891915732197,4.93840199301103,2.67193565293298,2.16269985792443,2.53401235470942,4.11313537286315,3.7666982279503,5.57323029266296
"AFUB_000150-T",2.49292618630638,2.91818394907657,2.95729886790777,2.02931821741745,1.8537427353638,1.43594033433534,3.78320472798108,3.65425947487716,5.20518678277012
"AFUB_000160-T",0.347850165531123,0.44895137678101,0.516809510896503,0.744083346386399,1.01113240110753,0.78835939924293,1.49568559013205,1.57414254302401,1.55104050597695
"AFUB_000170-T",0.115950055177041,0.0561189220976263,0.287116394942501,0.811727286966981,0.168522066851254,0.168934156980628,0.615870537113199,0.33731625921943,0.262888221352026
"AFUB_000180-T",0.289875137942602,0.336713532585758,0.200981476459751,0.135287881161163,0.168522066851254,0.140778464150523,0.549884408136785,0.196767817878001,0.552065264839255
"AFUB_000190-T",5.47864010711518,6.00472466444602,4.67999723756277,3.6865947616417,3.17383225903195,4.16704253885549,5.4548533287169,5.73437640673031,5.80982969187978
"AFUB_000200-T",1.33342563453597,1.45909197453828,0.976195742804505,0.811727286966981,1.51669860166129,2.4495452762191,2.22153300887261,2.24877506146287,2.49743810284425
"AFUB_000210-T",0.173925082765561,0.168356766292879,0.401962952919502,0.101465910870873,0.280870111418757,0.760203706412825,0.79183354771697,1.40548441341429,1.55104050597695
"AFUB_000220-T",0.0289875137942602,0.168356766292879,0.172269836965501,0.0676439405805817,0,0.112622771320419,0,0.449755012292574,0.315465865622431
"AFUB_000230-T",12.5515934729147,13.4685413034303,14.0399917126883,3.6865947616417,4.94331396097012,3.49130591093298,8.55620139060837,7.84260302685175,9.35882068013213
"AFUB_000240-T",21.7986103732837,26.4881312300796,25.0365496389861,17.9594662241444,25.980485306235,25.3964349327544,18.9600143925563,16.8377032727032,21.5831229730013
"AFUB_000250-T",0.985575469004847,1.01014059775727,1.14846557977001,1.52198866306309,1.12348044567503,0.647580935092407,1.12176419259904,1.06816815419486,1.0252640632729
"AFUB_000260-T",40.5825193119643,39.6760779230218,40.741816442341,60.811902581943,180.992699798247,103.978973621576,34.8846668521976,31.5109605487484,52.5250666261348
"AFUB_000270-T",10.580442534905,12.5145196277707,16.3656345117226,14.5096252545348,11.066282389899,27.1420878882209,26.4384423432166,22.6282990559701,23.5022069888711
"AFUB_000280-T",27.741050701107,28.4242340424477,22.1079624105726,23.5739132923327,18.5936013759217,16.7244815410822,41.483279749839,46.2404372013302,39.1703449814519
"AFUB_000290-T",90.5280055794746,91.614140324375,88.144733247348,105.084861691934,84.0082503253502,116.733502473614,268.05765127852,215.348321823338,193.091398583063
"AFUB_000300-T",233.610373667943,224.812401923091,273.39223126425,193.698423852496,145.378369670349,130.670570424516,165.86713287038,149.543541587281,159.152529206517
"AFUB_000310-T",268.946152983146,265.835333976456,251.513961969631,62.8073988290702,70.6950070441011,70.5300105394121,71.2870146708527,75.5307323768841,75.1334536624091
"AFUB_000320-T",3.21761403116288,3.14265963746707,3.56024329728702,3.04397732612618,2.33122192477568,2.67479081885994,6.64260365029236,6.3527895486326,7.17684844291032
"AFUB_000330-T",5.01483988640702,3.75996778054096,5.42649986441328,4.93800766238247,3.0053101921807,3.23790467546203,2.77141741700939,2.16444599665801,1.76135108305858
"AFUB_000340-T",10.4065174521394,14.0297305244066,8.32637545333254,9.16575394866883,13.1447212143978,11.4875226746827,16.0346293412686,15.8538641833132,14.274830419415
"AFUB_000350-T",10.3775299383452,7.77247071052124,7.55116118698779,2.53664777177182,3.8198335152951,6.56027642941438,3.49726483574995,2.52987194414573,3.73301274319877
"AFUB_000360-T",4.9568648588185,4.15280023522435,4.13447608717202,5.81737888993003,4.77479189411887,5.01171332375863,6.24668687643387,5.9592539128766,5.52065264839255
"AFUB_000370-T",5.04382740020128,3.67578939739452,3.90478297121802,3.65277279135141,5.50505418380764,2.95634774716099,4.0691446202122,5.62193765365717,4.0484786088212
"AFUB_000380-T",23.0740609802311,24.6081473398091,33.9084462427094,68.4556678675487,63.2519490915041,30.2955254851926,31.3874020164477,34.321929375577,33.4130929338425
"AFUB_000390-T",64.3812681370519,67.6513605886885,78.6124689352569,42.446572714315,32.1315407463058,51.5249178790915,67.239865426966,68.250323115398,63.5137942786495
"AFUB_000400-T",82.2375766343162,83.9819669190978,81.6559027216474,40.1466787345753,35.3896340387634,39.6150598119572,61.6530398402963,59.1146744282052,53.2874424680557
"AFUB_000410-T",303.789144563847,333.795348636681,329.236370080566,327.531960291177,280.926285441041,234.818478203073,339.894550357509,279.944385463859,264.62328361295
"AFUB_000420-T",82.440489230876,88.4995401479567,71.2048659457404,152.841483741824,139.620532386264,136.470643147517,148.776725465488,183.640593456711,146.612761048025
"AFUB_000430-T",101.311360710939,104.01642210795,82.3162704300152,115.874070214537,113.05021984605,111.186830986083,151.284198366592,122.361473031848,103.683114501239
"AFUB_000440-T",47.1336974294671,42.4259051058055,55.0402129104775,60.6089707602012,54.4326275929551,44.3170605145847,54.3945656528907,59.4519906874246,50.3168055667778
"AFUB_000450-T",105.891387890433,85.5813561988801,92.394055892497,65.4116905414225,61.0330752112959,54.0026188481407,46.5862070573484,47.2804956672568,47.5564792425815
"AFUB_000460-T",16.4069328075513,16.8917955513855,12.2598700640448,15.4228184523726,13.2008952366816,14.1341578007125,13.1752304189574,14.3640507050941,14.4851409964966
"AFUB_000470-T",58.9026280299367,64.1719874186357,51.6809510896503,26.516424707588,27.4690968967544,18.7235357320196,10.777734399481,17.4561164146055,14.4851409964966
"AFUB_000480-T",7.27586596235931,8.13724370415582,11.3123859607346,1.92785230654658,1.90991675764755,2.56216804753952,1.0777734399481,2.7828591385603,3.18094747835952
"AFUB_000490-T",37.2199677118301,30.191980088523,39.7369090600422,29.6280459742948,52.6912329021588,62.0269913047205,26.7903683644241,20.5762918123852,51.1843366972395
"AFUB_000500-T",125.689859811912,125.369671966097,113.726804036725,109.583183740542,104.006202258366,103.725572386105,108.613168295178,117.217400078752,101.001654643448
"AFUB_000510-T",143.98098101609,134.657353573254,151.05193537925,119.628308916759,131.559560188546,141.454200778446,138.724838484748,141.897706378307,140.540043134793
"AFUB_000520-T",34.3502038461984,36.5614777466035,27.1037876825721,47.9257319013422,53.5338432364151,49.7511092307949,54.7684870504237,49.8665869879391,47.3724574876351
"AFUB_000530-T",67.5698946544206,69.8399985504959,59.0024191606841,135.254059190873,144.844716458653,134.893924349031,172.597718025974,179.227372398591,161.203057333062
"AFUB_000540-T",173.229382434499,186.960188968242,202.244788597498,196.979154970654,219.022512884347,184.926590508127,248.635733983128,268.306974520789,206.051787895718
"AFUB_000550-T",118.73285650129,111.480238746935,104.022269887668,117.46370281818,93.3893120467367,140.215350293921,161.600029863238,138.861860045332,123.662619323993
"AFUB_000560-T",12.9864061798286,10.3258816659632,11.5707907161828,11.8376896016018,11.7122836461622,13.4302654799599,14.8028882670422,12.5650306559238,13.1181222454661
"AFUB_000570-T",56.6705894677787,46.9154188736156,50.9918717417883,46.8772508223431,35.3334600164796,39.3898142693164,36.4463385713061,42.2207517789654,38.4868356059366
"AFUB_000580-T",45.5393841707828,50.8156839594006,38.5310202012837,64.4308534030041,56.7357625065889,57.6065475303941,59.915405110584,64.0057601868869,59.7282038911804
"AFUB_000590-T",10.3195549107566,10.1855843607192,7.57987282648204,12.78470476973,9.29680068796086,8.30592938488087,12.8452997740753,11.8622884492166,14.8531845063895
"AFUB_000600-T",7.39181601753635,6.70621119066634,4.99582527199953,9.23339788924941,9.91471493308212,11.0933429750612,10.6237667652027,9.61351338775376,11.4882152730835
"AFUB_000610-T",56.0908391918935,61.8991710736818,60.5815593328678,18.0609321350153,15.7568132505923,23.143979506346,18.1901762211648,11.8622884492166,15.4315385933639
"AFUB_000620-T",193.839504742218,180.366215621771,195.813381350786,170.665662084808,203.34996066718,173.495379219105,199.915975422209,217.28789031385,216.541027927664
"AFUB_000630-T",931.890593457877,934.913182685406,888.223279394123,918.841466876332,1008.07091689306,1054.06467248063,1371.65366303272,1821.33914165531,1728.46376656744
"AFUB_000640-T",5.15977745537832,4.79816783934705,5.82846281733278,5.27622736528538,4.38157373813261,4.89909055243821,3.67322784635372,3.62614978660888,4.23250036376762
"AFUB_000650-T",75.1066482409282,73.6280257920857,73.8463367792114,112.322763334056,109.370821386464,92.4351395612335,82.7686011127488,68.0254456092518,70.1385774567206
"AFUB_000660-T",88.3249545311109,77.8088854883589,84.8428947055092,342.853312832679,312.271389875374,181.153727668893,223.341051208836,301.167200106415,229.869460750212
"AFUB_000670-T",9.24701690036901,10.7467735816954,10.1639203809646,4.36303416744752,5.28035809467263,3.35052744678245,3.95916773858485,2.89529789163344,2.55001574711465
"AFUB_000690-T",52.2065123434626,51.6013488687674,51.1354299392595,82.1535658351165,166.893020205025,93.7021457385882,98.7592397013665,81.8554122372484,80.180907512368
