Gene	Classification
AFUB_071810-T	WT_v_Del
AFUB_078970-T	WT_v_Del
AFUB_037680-T	WT_v_Del
AFUB_004490-T	WT_v_Del
AFUB_092170-T	WT_v_Del
AFUB_035580-T	WT_v_Del
AFUB_059560-T	WT_v_Del
AFUB_003120-T	WT_v_Del
AFUB_018850-T	WT_v_Del
AFUB_049180-T	WT_v_Del
AFUB_005210-T	WT_v_Del
AFUB_101280-T	WT_v_Del
AFUB_091100-T	WT_v_Del
AFUB_057450-T	WT_v_Del
AFUB_056340-T	WT_v_Del
AFUB_077960-T	WT_v_Del
AFUB_042750-T	WT_v_Del
AFUB_066630-T	WT_v_Del
AFUB_077870-T	WT_v_Del
AFUB_017650-T	WT_v_Del
AFUB_072010-T	WT_v_Del
AFUB_071820-T	WT_v_Del
AFUB_013930-T	WT_v_Del
AFUB_084160-T	WT_v_Del
AFUB_091610-T	WT_v_Del
AFUB_101760-T	WT_v_Del
AFUB_088870-T	WT_v_Del
AFUB_087490-T	WT_v_Del
AFUB_086820-T	WT_v_Del
AFUB_100850-T	WT_v_Del
AFUB_013940-T	WT_v_Del
AFUB_080740-T	WT_v_Del
AFUB_099260-T	WT_v_Del
AFUB_045500-T	WT_v_Del
AFUB_012060-T	WT_v_Del
AFUB_044020-T	WT_v_Del
AFUB_049200-T	WT_v_Del
AFUB_068950-T	WT_v_Del
AFUB_074150-T	WT_v_Del
AFUB_031120-T	WT_v_Del
AFUB_034530-T	WT_v_Del
AFUB_070810-T	WT_v_Del
AFUB_022920-T	WT_v_Del
AFUB_001910-T	WT_v_Del
AFUB_035610-T	WT_v_Del
AFUB_094550-T	WT_v_Del
AFUB_075870-T	WT_v_Del
AFUB_030770-T	WT_v_Del
AFUB_050290-T	WT_v_Del
AFUB_010180-T	WT_v_Del
AFUB_101630-T	WT_v_Del
AFUB_053780-T	WT_v_Del
AFUB_092400-T	WT_v_Del
AFUB_060880-T	WT_v_Del
AFUB_006610-T	WT_v_Del
AFUB_016320-T	WT_v_Del
AFUB_054470-T	WT_v_Del
AFUB_001000-T	WT_v_Del
AFUB_079000-T	WT_v_Del
AFUB_091700-T	WT_v_Del
AFUB_100280-T	WT_v_Del
AFUB_096060-T	WT_v_Del
AFUB_092430-T	WT_v_Del
AFUB_099420-T	WT_v_Del
AFUB_080420-T	WT_v_Del
AFUB_080430-T	WT_v_Del
AFUB_081210-T	WT_v_Del
AFUB_063290-T	WT_v_Del
AFUB_054070-T	WT_v_Del
AFUB_079330-T	WT_v_Del
AFUB_041390-T	WT_v_Del
AFUB_017580-T	WT_v_Del
AFUB_000260-T	WT_v_Del
AFUB_073960-T	WT_v_Del
AFUB_044920-T	WT_v_Del
AFUB_014550-T	WT_v_Del
AFUB_077850-T	WT_v_Del
AFUB_066310-T	WT_v_Del
AFUB_087500-T	WT_v_Del
AFUB_071780-T	WT_v_Del
AFUB_022910-T	WT_v_Del
AFUB_007960-T	WT_v_Del
AFUB_097280-T	WT_v_Del
AFUB_047630-T	WT_v_Del
AFUB_057280-T	WT_v_Del
AFUB_087380-T	WT_v_Del
AFUB_046730-T	WT_v_Del
AFUB_002370-T	WT_v_Del
AFUB_004500-T	WT_v_Del
AFUB_071880-T	WT_v_Del
AFUB_081820-T	WT_v_Del
AFUB_041050-T	WT_v_Del
AFUB_062280-T	WT_v_Del
AFUB_075760-T	WT_v_Del
AFUB_051330-T	WT_v_Del
AFUB_101660-T	WT_v_Del
AFUB_005780-T	WT_v_Del
AFUB_088640-T	WT_v_Del
AFUB_095060-T	WT_v_Del
AFUB_091740-T	WT_v_Del
AFUB_017510-T	WT_v_Del
AFUB_010190-T	WT_v_Del
AFUB_042680-T	WT_v_Del
AFUB_062370-T	WT_v_Del
AFUB_075800-T	WT_v_Del
AFUB_063700-T	WT_v_Del
AFUB_078940-T	WT_v_Del
AFUB_034690-T	WT_v_Del
AFUB_051190-T	WT_v_Del
AFUB_013330-T	WT_v_Del
AFUB_049170-T	WT_v_Del
AFUB_033140-T	WT_v_Del
AFUB_012090-T	WT_v_Del
AFUB_090480-T	WT_v_Del
AFUB_089220-T	WT_v_Del
AFUB_086630-T	WT_v_Del
AFUB_050080-T	WT_v_Del
AFUB_048010-T	WT_v_Del
AFUB_096950-T	WT_v_Del
AFUB_070800-T	WT_v_Del
AFUB_080410-T	WT_v_Del
AFUB_077890-T	WT_v_Del
AFUB_032420-T	WT_v_Del
AFUB_021130-T	WT_v_Del
AFUB_090490-T	WT_v_Del
AFUB_049130-T	WT_v_Del
AFUB_052780-T	WT_v_Del
AFUB_087020-T	WT_v_Del
AFUB_044910-T	WT_v_Del
AFUB_066520-T	WT_v_Del
AFUB_082720-T	WT_v_Del
AFUB_041670-T	WT_v_Del
AFUB_091820-T	WT_v_Del
AFUB_025490-T	WT_v_Del
AFUB_080830-T	WT_v_Del
AFUB_044960-T	WT_v_Del
AFUB_052960-T	WT_v_Del
