Gene	Classification
AFUB_079770-T	25_v_42,37_v_42
AFUB_094850-T	25_v_42,37_v_42
AFUB_097800-T	25_v_42,37_v_42
AFUB_102030-T	25_v_42,37_v_42
AFUB_070900-T	25_v_42,37_v_42
AFUB_007740-T	25_v_42,37_v_42
AFUB_086970-T	25_v_42,37_v_42
AFUB_052470-T	25_v_42,37_v_42
AFUB_052480-T	25_v_42,37_v_42
AFUB_072100-T	25_v_42,37_v_42
AFUB_060890-T	25_v_42,37_v_42
AFUB_101100-T	25_v_42,37_v_42
AFUB_037650-T	25_v_42,37_v_42
AFUB_036650-T	25_v_42,37_v_42
AFUB_086680-T	25_v_42,37_v_42
AFUB_017730-T	25_v_42,37_v_42
AFUB_079320-T	25_v_42,37_v_42
AFUB_022960-T	25_v_42,37_v_42
AFUB_101660-T	25_v_42,37_v_42
AFUB_087540-T	25_v_42,37_v_42
AFUB_045510-T	25_v_42,37_v_42
AFUB_101670-T	25_v_42,37_v_42
AFUB_097770-T	25_v_42,37_v_42
AFUB_001220-T	25_v_42,37_v_42
AFUB_000740-T	25_v_42,37_v_42
AFUB_096500-T	25_v_42,37_v_42
AFUB_056940-T	25_v_42,37_v_42
AFUB_050440-T	25_v_42,37_v_42
AFUB_038470-T	25_v_42,37_v_42
AFUB_018400-T	25_v_42,37_v_42
AFUB_095910-T	25_v_42,37_v_42
AFUB_051170-T	25_v_42,37_v_42
AFUB_060880-T	25_v_42,37_v_42
AFUB_050450-T	25_v_42,37_v_42
AFUB_101580-T	25_v_42,37_v_42
AFUB_081180-T	25_v_42,37_v_42
AFUB_032110-T	25_v_42,37_v_42
AFUB_092090-T	25_v_42,37_v_42
AFUB_087440-T	25_v_42,37_v_42
AFUB_088060-T	25_v_42,37_v_42
AFUB_070350-T	25_v_42,37_v_42
AFUB_066950-T	25_v_42,37_v_42
AFUB_071880-T	25_v_42,37_v_42
AFUB_041570-T	25_v_42,37_v_42
AFUB_085640-T	25_v_42,37_v_42
AFUB_081240-T	25_v_42,37_v_42
AFUB_028410-T	25_v_42,37_v_42
AFUB_049420-T	25_v_42,37_v_42
AFUB_062180-T	25_v_42,37_v_42
AFUB_049600-T	25_v_42,37_v_42
AFUB_099310-T	25_v_42,37_v_42
AFUB_024180-T	25_v_42,37_v_42
AFUB_087570-T	25_v_42,37_v_42
AFUB_081320-T	25_v_42,37_v_42
AFUB_048760-T	25_v_42,37_v_42
AFUB_094840-T	25_v_42,37_v_42
AFUB_094810-T	25_v_42,37_v_42
AFUB_044680-T	25_v_42,37_v_42
AFUB_102100-T	25_v_42,37_v_42
AFUB_087490-T	25_v_42,37_v_42
AFUB_030020-T	25_v_42,37_v_42
AFUB_056590-T	25_v_42,37_v_42
AFUB_049670-T	25_v_42,37_v_42
AFUB_015140-T	25_v_42,37_v_42
AFUB_081390-T	25_v_42,37_v_42
AFUB_000970-T	25_v_42,37_v_42
AFUB_095450-T	25_v_42,37_v_42
AFUB_016960-T	25_v_42,37_v_42
AFUB_047660-T	25_v_42,37_v_42
AFUB_047370-T	25_v_42,37_v_42
AFUB_099320-T	25_v_42,37_v_42
AFUB_052460-T	25_v_42,37_v_42
AFUB_013470-T	25_v_42,37_v_42
AFUB_080570-T	25_v_42,37_v_42
AFUB_085770-T	25_v_42,37_v_42
AFUB_049710-T	25_v_42,37_v_42
AFUB_017310-T	25_v_42,37_v_42
AFUB_061950-T	25_v_42,37_v_42
AFUB_102060-T	25_v_42,37_v_42
AFUB_101680-T	25_v_42,37_v_42
AFUB_082030-T	25_v_42,37_v_42
AFUB_070800-T	25_v_42,37_v_42
AFUB_030220-T	25_v_42,37_v_42
AFUB_049500-T	25_v_42,37_v_42
AFUB_051200-T	25_v_42,37_v_42
AFUB_011970-T	25_v_42,37_v_42
AFUB_066370-T	25_v_42,37_v_42
AFUB_030910-T	25_v_42,37_v_42
AFUB_094020-T	25_v_42,37_v_42
AFUB_084900-T	25_v_42,37_v_42
AFUB_101310-T	25_v_42,37_v_42
AFUB_094800-T	25_v_42,37_v_42
AFUB_099560-T	25_v_42,37_v_42
AFUB_071540-T	25_v_42,37_v_42
AFUB_009790-T	25_v_42,37_v_42
AFUB_069950-T	25_v_42,37_v_42
AFUB_049320-T	25_v_42,37_v_42
AFUB_024520-T	25_v_42,37_v_42
AFUB_055510-T	25_v_42,37_v_42
AFUB_057840-T	25_v_42,37_v_42
AFUB_102090-T	25_v_42,37_v_42
AFUB_090710-T	25_v_42,37_v_42
AFUB_068010-T	25_v_42,37_v_42
AFUB_067280-T	25_v_42,37_v_42
AFUB_075760-T	25_v_37,37_v_42
AFUB_025700-T	25_v_37,37_v_42
AFUB_071960-T	25_v_37,37_v_42
AFUB_034220-T	25_v_37,37_v_42
AFUB_044920-T	25_v_37,37_v_42
AFUB_033760-T	25_v_37,37_v_42
AFUB_096570-T	25_v_37,37_v_42
AFUB_060870-T	25_v_37,37_v_42
AFUB_073780-T	25_v_37,37_v_42
AFUB_003060-T	25_v_37,37_v_42
AFUB_056340-T	25_v_37,37_v_42
AFUB_066380-T	25_v_37,37_v_42
AFUB_000340-T	37_v_42
AFUB_023790-T	37_v_42
AFUB_024720-T	37_v_42
AFUB_047950-T	37_v_42
AFUB_080090-T	37_v_42
AFUB_091940-T	37_v_42
AFUB_034670-T	37_v_42
AFUB_066060-T	37_v_42
AFUB_026060-T	37_v_42
AFUB_102050-T	37_v_42
AFUB_081300-T	37_v_42
AFUB_092380-T	37_v_42
AFUB_048550-T	37_v_42
AFUB_078900-T	37_v_42
AFUB_067270-T	37_v_42
AFUB_067250-T	37_v_42
AFUB_055260-T	37_v_42
AFUB_099820-T	37_v_42
AFUB_004500-T	37_v_42
AFUB_013910-T	37_v_42
AFUB_005210-T	37_v_42
AFUB_071195-T	37_v_42
AFUB_084290-T	37_v_42
AFUB_100300-T	37_v_42
AFUB_045780-T	37_v_42
AFUB_045400-T	37_v_42
AFUB_097520-T	37_v_42
AFUB_041130-T	37_v_42
AFUB_081340-T	25_v_37,25_v_42
AFUB_051230-T	25_v_37,25_v_42
AFUB_036990-T	25_v_37,25_v_42
AFUB_027700-T	25_v_37,25_v_42
AFUB_003670-T	25_v_37,25_v_42
AFUB_046730-T	25_v_37,25_v_42
AFUB_090690-T	25_v_37,25_v_42
AFUB_035010-T	25_v_37,25_v_42
AFUB_025480-T	25_v_37,25_v_42
AFUB_100230-T	25_v_37,25_v_42
AFUB_072940-T	25_v_37,25_v_42
AFUB_084510-T	25_v_37,25_v_42
AFUB_084190-T	25_v_37,25_v_42
AFUB_046980-T	25_v_37,25_v_42
AFUB_044150-T	25_v_37,25_v_42
AFUB_046600-T	25_v_37,25_v_42
AFUB_074450-T	25_v_37,25_v_42
AFUB_042120-T	25_v_37,25_v_42
AFUB_080950-T	25_v_37,25_v_42
AFUB_090610-T	25_v_37,25_v_42
AFUB_099710-T	25_v_37,25_v_42
AFUB_060700-T	25_v_37,25_v_42
AFUB_013880-T	25_v_37,25_v_42
AFUB_090090-T	25_v_37,25_v_42
AFUB_089570-T	25_v_37,25_v_42
AFUB_016290-T	25_v_37,25_v_42
AFUB_061900-T	25_v_37,25_v_42
AFUB_042540-T	25_v_37,25_v_42
AFUB_044650-T	25_v_37,25_v_42
AFUB_078230-T	25_v_37,25_v_42
AFUB_091690-T	25_v_37,25_v_42
AFUB_057610-T	25_v_37,25_v_42
AFUB_085350-T	25_v_37,25_v_42
AFUB_054390-T	25_v_37,25_v_42
AFUB_033320-T	25_v_37,25_v_42
AFUB_084950-T	25_v_37,25_v_42
AFUB_016860-T	25_v_37,25_v_42
AFUB_050920-T	25_v_37,25_v_42
AFUB_014890-T	25_v_37,25_v_42
AFUB_057800-T	25_v_37,25_v_42
AFUB_034520-T	25_v_37,25_v_42
AFUB_088980-T	25_v_37,25_v_42
AFUB_034350-T	25_v_37,25_v_42
AFUB_057660-T	25_v_37,25_v_42
AFUB_064960-T	25_v_37,25_v_42
AFUB_099600-T	25_v_37,25_v_42
AFUB_044090-T	25_v_37,25_v_42
AFUB_079370-T	25_v_37,25_v_42
AFUB_012720-T	25_v_37,25_v_42
AFUB_059550-T	25_v_37,25_v_42
AFUB_077980-T	25_v_37,25_v_42
AFUB_061140-T	25_v_37,25_v_42
AFUB_034500-T	25_v_37,25_v_42
AFUB_086620-T	25_v_37,25_v_42
AFUB_085740-T	25_v_37,25_v_42
AFUB_028450-T	25_v_37,25_v_42
AFUB_045890-T	25_v_37,25_v_42
AFUB_012630-T	25_v_37,25_v_42
AFUB_019110-T	25_v_37,25_v_42
AFUB_005620-T	25_v_37,25_v_42
AFUB_049380-T	25_v_37,25_v_42
AFUB_044450-T	25_v_37,25_v_42
AFUB_058320-T	25_v_37,25_v_42
AFUB_070680-T	25_v_37,25_v_42
AFUB_033110-T	25_v_37,25_v_42
AFUB_095040-T	25_v_37,25_v_42
AFUB_084070-T	25_v_37,25_v_42
AFUB_036060-T	25_v_37,25_v_42
AFUB_046290-T	25_v_37,25_v_42
AFUB_097090-T	25_v_37,25_v_42
AFUB_047650-T	25_v_37,25_v_42
AFUB_007290-T	25_v_37,25_v_42
AFUB_100330-T	25_v_37,25_v_42
AFUB_071410-T	25_v_37,25_v_42
AFUB_084150-T	25_v_37,25_v_42
AFUB_094880-T	25_v_37,25_v_42
AFUB_057310-T	25_v_37,25_v_42
AFUB_067700-T	25_v_37,25_v_42
AFUB_060950-T	25_v_37,25_v_42
AFUB_037090-T	25_v_37,25_v_42
AFUB_021420-T	25_v_37,25_v_42
AFUB_082990-T	25_v_37,25_v_42
AFUB_100820-T	25_v_37,25_v_42
AFUB_097100-T	25_v_37,25_v_42
AFUB_097240-T	25_v_37,25_v_42
AFUB_044620-T	25_v_37,25_v_42
AFUB_072925-T	25_v_37,25_v_42
AFUB_037080-T	25_v_37,25_v_42
AFUB_094580-T	25_v_37,25_v_42
AFUB_032120-T	25_v_37,25_v_42
AFUB_005930-T	25_v_37,25_v_42
AFUB_062200-T	25_v_37,25_v_42
AFUB_077770-T	25_v_37,25_v_42
AFUB_085490-T	25_v_37,25_v_42
AFUB_075360-T	25_v_37,25_v_42
AFUB_025200-T	25_v_37,25_v_42
AFUB_030250-T	25_v_37,25_v_42
AFUB_011360-T	25_v_37,25_v_42
AFUB_085200-T	25_v_37,25_v_42
AFUB_038680-T	25_v_37,25_v_42
AFUB_066570-T	25_v_37,25_v_42
AFUB_080320-T	25_v_37,25_v_42
AFUB_070300-T	25_v_37,25_v_42
AFUB_001360-T	25_v_37,25_v_42
AFUB_021270-T	25_v_37,25_v_42
AFUB_044990-T	25_v_37,25_v_42
AFUB_019270-T	25_v_37,25_v_42
AFUB_093540-T	25_v_37,25_v_42
AFUB_006490-T	25_v_37,25_v_42
AFUB_044550-T	25_v_37,25_v_42
AFUB_092640-T	25_v_37,25_v_42
AFUB_040270-T	25_v_37,25_v_42
AFUB_045370-T	25_v_37,25_v_42
AFUB_003090-T	25_v_37,25_v_42
AFUB_046760-T	25_v_37,25_v_42
AFUB_073010-T	25_v_37,25_v_42
AFUB_047790-T	25_v_37,25_v_42
AFUB_033610-T	25_v_37,25_v_42
AFUB_081530-T	25_v_37,25_v_42
AFUB_073680-T	25_v_37,25_v_42
AFUB_034090-T	25_v_37,25_v_42
AFUB_076520-T	25_v_37,25_v_42
AFUB_011720-T	25_v_37,25_v_42
AFUB_041760-T	25_v_37,25_v_42
AFUB_034690-T	25_v_37,25_v_42
AFUB_091160-T	25_v_37,25_v_42
AFUB_062510-T	25_v_37,25_v_42
AFUB_043880-T	25_v_37,25_v_42
AFUB_049370-T	25_v_37,25_v_42
AFUB_084970-T	25_v_37,25_v_42
AFUB_042020-T	25_v_37,25_v_42
AFUB_071030-T	25_v_37,25_v_42
AFUB_045720-T	25_v_37,25_v_42
AFUB_034530-T	25_v_37,25_v_42
AFUB_101610-T	25_v_37,25_v_42
AFUB_038370-T	25_v_37,25_v_42
AFUB_000050-T	25_v_37,25_v_42
AFUB_034180-T	25_v_37,25_v_42
AFUB_050160-T	25_v_37,25_v_42
AFUB_083490-T	25_v_37,25_v_42
AFUB_091070-T	25_v_37,25_v_42
AFUB_050830-T	25_v_37,25_v_42
AFUB_081770-T	25_v_37,25_v_42
AFUB_083450-T	25_v_37,25_v_42
AFUB_005640-T	25_v_37,25_v_42
AFUB_096630-T	25_v_37,25_v_42
AFUB_048240-T	25_v_37,25_v_42
AFUB_090410-T	25_v_37,25_v_42
AFUB_003610-T	25_v_37,25_v_42
AFUB_028650-T	25_v_37,25_v_42
AFUB_081800-T	25_v_37,25_v_42
AFUB_055030-T	25_v_37,25_v_42
AFUB_048090-T	25_v_37,25_v_42
AFUB_044970-T	25_v_37,25_v_42
AFUB_101820-T	25_v_37,25_v_42
AFUB_037820-T	25_v_37,25_v_42
AFUB_047430-T	25_v_37,25_v_42
AFUB_046200-T	25_v_37,25_v_42
AFUB_049945-T	25_v_37,25_v_42
AFUB_092040-T	25_v_37,25_v_42
AFUB_000010-T	25_v_37,25_v_42
AFUB_043420-T	25_v_37,25_v_42
AFUB_082940-T	25_v_37,25_v_42
AFUB_059170-T	25_v_37,25_v_42
AFUB_016800-T	25_v_37,25_v_42
AFUB_099290-T	25_v_37,25_v_42
AFUB_047810-T	25_v_37,25_v_42
AFUB_070280-T	25_v_37,25_v_42
AFUB_031170-T	25_v_37,25_v_42
AFUB_076250-T	25_v_37,25_v_42
AFUB_045590-T	25_v_37,25_v_42
AFUB_101150-T	25_v_37,25_v_42
AFUB_099360-T	25_v_37,25_v_42
AFUB_034150-T	25_v_37,25_v_42
AFUB_090110-T	25_v_37,25_v_42
AFUB_081420-T	25_v_37,25_v_42
AFUB_084490-T	25_v_37,25_v_42
AFUB_035570-T	25_v_37,25_v_42
AFUB_019100-T	25_v_37,25_v_42
AFUB_020540-T	25_v_37,25_v_42
AFUB_022420-T	25_v_37,25_v_42
AFUB_097620-T	25_v_37,25_v_42
AFUB_000480-T	25_v_37,25_v_42
AFUB_036070-T	25_v_37,25_v_42
AFUB_038070-T	25_v_37,25_v_42
AFUB_024230-T	25_v_37,25_v_42
AFUB_012740-T	25_v_37,25_v_42
AFUB_070690-T	25_v_37,25_v_42
AFUB_048340-T	25_v_37,25_v_42
AFUB_038380-T	25_v_37,25_v_42
AFUB_015820-T	25_v_37,25_v_42
AFUB_092520-T	25_v_37,25_v_42
AFUB_101630-T	25_v_37,25_v_42
AFUB_056990-T	25_v_37,25_v_42
AFUB_033990-T	25_v_37,25_v_42
AFUB_082480-T	25_v_37,25_v_42
AFUB_069400-T	25_v_37,25_v_42
AFUB_017010-T	25_v_37,25_v_42
AFUB_096480-T	25_v_37,25_v_42
AFUB_021130-T	25_v_37,25_v_42
AFUB_079300-T	25_v_37,25_v_42
AFUB_048250-T	25_v_37,25_v_42
AFUB_032420-T	25_v_37,25_v_42
AFUB_085750-T	25_v_37,25_v_42
AFUB_025140-T	25_v_37,25_v_42
AFUB_100710-T	25_v_37,25_v_42
AFUB_080110-T	25_v_37,25_v_42
AFUB_082570-T	25_v_37,25_v_42
AFUB_057810-T	25_v_37,25_v_42
AFUB_088770-T	25_v_37,25_v_42
AFUB_022260-T	25_v_37,25_v_42
AFUB_075620-T	25_v_37,25_v_42
AFUB_073750-T	25_v_37,25_v_42
AFUB_034430-T	25_v_37,25_v_42
AFUB_017250-T	25_v_37,25_v_42
AFUB_101490-T	25_v_37,25_v_42
AFUB_022860-T	25_v_37,25_v_42
AFUB_057670-T	25_v_37,25_v_42
AFUB_004950-T	25_v_37,25_v_42
AFUB_035620-T	25_v_37,25_v_42
AFUB_075410-T	25_v_37,25_v_42
AFUB_036410-T	25_v_37,25_v_42
AFUB_051460-T	25_v_37,25_v_42
AFUB_095010-T	25_v_37,25_v_42
AFUB_079180-T	25_v_37,25_v_42
AFUB_016670-T	25_v_37,25_v_42
AFUB_018830-T	25_v_37,25_v_42
AFUB_047390-T	25_v_37,25_v_42
AFUB_054570-T	25_v_37,25_v_42
AFUB_027340-T	25_v_37,25_v_42
AFUB_047080-T	25_v_37,25_v_42
AFUB_096130-T	25_v_37,25_v_42
AFUB_085680-T	25_v_37,25_v_42
AFUB_030480-T	25_v_37,25_v_42
AFUB_079630-T	25_v_37,25_v_42
AFUB_017650-T	25_v_37,25_v_42
AFUB_017890-T	25_v_37,25_v_42
AFUB_071870-T	25_v_37,25_v_42
AFUB_083460-T	25_v_37,25_v_42
AFUB_091300-T	25_v_37,25_v_42
AFUB_007030-T	25_v_37,25_v_42
AFUB_088310-T	25_v_37,25_v_42
AFUB_037380-T	25_v_37,25_v_42
AFUB_092170-T	25_v_37,25_v_42
AFUB_085280-T	25_v_37,25_v_42
AFUB_086790-T	25_v_37,25_v_42
AFUB_037870-T	25_v_37,25_v_42
AFUB_022340-T	25_v_37,25_v_42
AFUB_024330-T	25_v_37,25_v_42
AFUB_101160-T	25_v_37,25_v_42
AFUB_044720-T	25_v_37,25_v_42
AFUB_036120-T	25_v_37,25_v_42
AFUB_093670-T	25_v_37,25_v_42
AFUB_082080-T	25_v_37,25_v_42
AFUB_096680-T	25_v_37,25_v_42
AFUB_026700-T	25_v_37,25_v_42
AFUB_044360-T	25_v_37,25_v_42
AFUB_088580-T	25_v_37,25_v_42
AFUB_029670-T	25_v_37,25_v_42
AFUB_048880-T	25_v_37,25_v_42
AFUB_100930-T	25_v_37,25_v_42
AFUB_046870-T	25_v_37,25_v_42
AFUB_080070-T	25_v_37,25_v_42
AFUB_075490-T	25_v_37,25_v_42
AFUB_049850-T	25_v_37,25_v_42
AFUB_090640-T	25_v_37,25_v_42
AFUB_029260-T	25_v_37,25_v_42
AFUB_096860-T	25_v_37,25_v_42
AFUB_084400-T	25_v_37,25_v_42
AFUB_010610-T	25_v_37,25_v_42
AFUB_048870-T	25_v_37,25_v_42
AFUB_011160-T	25_v_37,25_v_42
AFUB_089040-T	25_v_37,25_v_42
AFUB_054440-T	25_v_37,25_v_42
AFUB_040230-T	25_v_37,25_v_42
AFUB_000940-T	25_v_37,25_v_42
AFUB_044440-T	25_v_37,25_v_42
AFUB_022180-T	25_v_37,25_v_42
AFUB_045410-T	25_v_37,25_v_42
AFUB_081780-T	25_v_37,25_v_42
AFUB_029500-T	25_v_37,25_v_42
AFUB_086630-T	25_v_37,25_v_42
AFUB_033580-T	25_v_37,25_v_42
AFUB_058150-T	25_v_37,25_v_42
AFUB_046510-T	25_v_37,25_v_42
AFUB_078020-T	25_v_37,25_v_42
AFUB_072450-T	25_v_37,25_v_42
AFUB_044020-T	25_v_37,25_v_42
AFUB_053780-T	25_v_37,25_v_42
AFUB_084960-T	25_v_37,25_v_42
AFUB_034490-T	25_v_37,25_v_42
AFUB_045190-T	25_v_37,25_v_42
AFUB_055730-T	25_v_37,25_v_42
AFUB_031090-T	25_v_37,25_v_42
AFUB_061350-T	25_v_37,25_v_42
AFUB_100180-T	25_v_37,25_v_42
AFUB_100480-T	25_v_37,25_v_42
AFUB_075790-T	25_v_37,25_v_42
AFUB_083530-T	25_v_37,25_v_42
AFUB_017700-T	25_v_37,25_v_42
AFUB_048230-T	25_v_37,25_v_42
AFUB_049200-T	25_v_37,25_v_42
AFUB_100410-T	25_v_37,25_v_42
AFUB_044430-T	25_v_37,25_v_42
AFUB_037670-T	25_v_37,25_v_42
AFUB_004460-T	25_v_37,25_v_42
AFUB_049180-T	25_v_37,25_v_42
AFUB_058660-T	25_v_37,25_v_42
AFUB_050080-T	25_v_37,25_v_42
AFUB_031060-T	25_v_37,25_v_42
AFUB_011880-T	25_v_37,25_v_42
AFUB_033980-T	25_v_37,25_v_42
AFUB_102760-T	25_v_37,25_v_42
AFUB_022580-T	25_v_37,25_v_42
AFUB_092120-T	25_v_37,25_v_42
AFUB_101070-T	25_v_37,25_v_42
AFUB_039140-T	25_v_37,25_v_42
AFUB_081080-T	25_v_37,25_v_42
AFUB_045880-T	25_v_37,25_v_42
AFUB_071980-T	25_v_37,25_v_42
AFUB_100810-T	25_v_37,25_v_42
AFUB_079870-T	25_v_37,25_v_42
AFUB_057770-T	25_v_37,25_v_42
AFUB_035530-T	25_v_37,25_v_42
AFUB_044640-T	25_v_37,25_v_42
AFUB_081210-T	25_v_37,25_v_42
AFUB_029760-T	25_v_37,25_v_42
AFUB_049360-T	25_v_37,25_v_42
AFUB_049050-T	25_v_37,25_v_42
AFUB_049960-T	25_v_37,25_v_42
AFUB_101900-T	25_v_37,25_v_42
AFUB_039860-T	25_v_37,25_v_42
AFUB_040960-T	25_v_37,25_v_42
AFUB_101210-T	25_v_37,25_v_42
AFUB_049210-T	25_v_37,25_v_42
AFUB_029570-T	25_v_37,25_v_42
AFUB_004590-T	25_v_37,25_v_42
AFUB_020930-T	25_v_37,25_v_42
AFUB_081840-T	25_v_37,25_v_42
AFUB_066300-T	25_v_37,25_v_42
AFUB_083200-T	25_v_37,25_v_42
AFUB_097470-T	25_v_37,25_v_42
AFUB_077690-T	25_v_37,25_v_42
AFUB_101290-T	25_v_37,25_v_42
AFUB_044240-T	25_v_37,25_v_42
AFUB_097110-T	25_v_37,25_v_42
AFUB_049400-T	25_v_37,25_v_42
AFUB_028210-T	25_v_37,25_v_42
AFUB_072390-T	25_v_37,25_v_42
AFUB_046520-T	25_v_37,25_v_42
AFUB_087560-T	25_v_37,25_v_42
AFUB_032010-T	25_v_37,25_v_42
AFUB_071220-T	25_v_37,25_v_42
AFUB_052580-T	25_v_37,25_v_42
AFUB_097720-T	25_v_37,25_v_42
AFUB_092050-T	25_v_37,25_v_42
AFUB_013970-T	25_v_37,25_v_42
AFUB_081630-T	25_v_37,25_v_42
AFUB_023080-T	25_v_37,25_v_42
AFUB_087010-T	25_v_37,25_v_42
AFUB_062350-T	25_v_37,25_v_42
AFUB_095000-T	25_v_37,25_v_42
AFUB_015790-T	25_v_37,25_v_42
AFUB_071250-T	25_v_37,25_v_42
AFUB_100360-T	25_v_37,25_v_42
AFUB_080490-T	25_v_37,25_v_42
AFUB_021280-T	25_v_37,25_v_42
AFUB_062450-T	25_v_37,25_v_42
AFUB_041140-T	25_v_37,25_v_42
AFUB_073890-T	25_v_37,25_v_42
AFUB_019550-T	25_v_37,25_v_42
AFUB_014170-T	25_v_37,25_v_42
AFUB_100170-T	25_v_37,25_v_42
AFUB_071570-T	25_v_37,25_v_42
AFUB_078930-T	25_v_37,25_v_42
AFUB_023240-T	25_v_37,25_v_42
AFUB_005340-T	25_v_37,25_v_42
AFUB_087020-T	25_v_37,25_v_42
AFUB_084820-T	25_v_37,25_v_42
AFUB_100400-T	25_v_37,25_v_42
AFUB_014840-T	25_v_37,25_v_42
AFUB_003650-T	25_v_37,25_v_42
AFUB_021900-T	25_v_37,25_v_42
AFUB_045630-T	25_v_37,25_v_42
AFUB_087380-T	25_v_37,25_v_42
AFUB_060430-T	25_v_37,25_v_42
AFUB_011940-T	25_v_37,25_v_42
AFUB_015230-T	25_v_37,25_v_42
AFUB_071230-T	25_v_37,25_v_42
AFUB_062490-T	25_v_37,25_v_42
AFUB_075700-T	25_v_37,25_v_42
AFUB_037340-T	25_v_37,25_v_42
AFUB_097280-T	25_v_37,25_v_42
AFUB_050630-T	25_v_37,25_v_42
AFUB_080010-T	25_v_37,25_v_42
AFUB_065420-T	25_v_37,25_v_42
AFUB_041660-T	25_v_37,25_v_42
