Gene	Classification
AFUB_014550-T	WT_v_Del
AFUB_088710-T	WT_v_Del
AFUB_046850-T	WT_v_Del
AFUB_095250-T	WT_v_Del
AFUB_100050-T	WT_v_Del
AFUB_097090-T	WT_v_Del
AFUB_077870-T	WT_v_Del
AFUB_018850-T	WT_v_Del
AFUB_092830-T	WT_v_Del
AFUB_004710-T	WT_v_Del
AFUB_000750-T	WT_v_Del
AFUB_082990-T	WT_v_Del
AFUB_097100-T	WT_v_Del
AFUB_009810-T	WT_v_Del
AFUB_097240-T	WT_v_Del
AFUB_083960-T	WT_v_Del
AFUB_029470-T	WT_v_Del
AFUB_051210-T	WT_v_Del
AFUB_005390-T	WT_v_Del
AFUB_081240-T	WT_v_Del
AFUB_015100-T	WT_v_Del
AFUB_034050-T	WT_v_Del
AFUB_038030-T	WT_v_Del
AFUB_015090-T	WT_v_Del
AFUB_047640-T	WT_v_Del
AFUB_071790-T	WT_v_Del
AFUB_044990-T	WT_v_Del
AFUB_093540-T	WT_v_Del
AFUB_093960-T	WT_v_Del
AFUB_033490-T	WT_v_Del
AFUB_087500-T	WT_v_Del
AFUB_080740-T	WT_v_Del
AFUB_067650-T	WT_v_Del
AFUB_086820-T	WT_v_Del
AFUB_099080-T	WT_v_Del
AFUB_050810-T	WT_v_Del
AFUB_033000-T	WT_v_Del
AFUB_071450-T	WT_v_Del
AFUB_052960-T	WT_v_Del
AFUB_005780-T	WT_v_Del
AFUB_084160-T	WT_v_Del
AFUB_034090-T	WT_v_Del
AFUB_097500-T	WT_v_Del
AFUB_092260-T	WT_v_Del
AFUB_044960-T	WT_v_Del
AFUB_030020-T	WT_v_Del
AFUB_089220-T	WT_v_Del
AFUB_002590-T	WT_v_Del
AFUB_034690-T	WT_v_Del
AFUB_066040-T	WT_v_Del
AFUB_088010-T	WT_v_Del
AFUB_077880-T	WT_v_Del
AFUB_096350-T	WT_v_Del
AFUB_049370-T	WT_v_Del
AFUB_100070-T	WT_v_Del
AFUB_092550-T	WT_v_Del
AFUB_101280-T	WT_v_Del
AFUB_034100-T	WT_v_Del
AFUB_081390-T	WT_v_Del
AFUB_036280-T	WT_v_Del
AFUB_100910-T	WT_v_Del
AFUB_081370-T	WT_v_Del
AFUB_034530-T	WT_v_Del
AFUB_000050-T	WT_v_Del
AFUB_034080-T	WT_v_Del
AFUB_062270-T	WT_v_Del
AFUB_047450-T	WT_v_Del
AFUB_080570-T	WT_v_Del
AFUB_090410-T	WT_v_Del
AFUB_003610-T	WT_v_Del
AFUB_025460-T	WT_v_Del
AFUB_095570-T	WT_v_Del
AFUB_071780-T	WT_v_Del
AFUB_007960-T	WT_v_Del
AFUB_088740-T	WT_v_Del
AFUB_050290-T	WT_v_Del
AFUB_062370-T	WT_v_Del
AFUB_047430-T	WT_v_Del
AFUB_053810-T	WT_v_Del
AFUB_034130-T	WT_v_Del
AFUB_070800-T	WT_v_Del
AFUB_070790-T	WT_v_Del
AFUB_034840-T	WT_v_Del
AFUB_082790-T	WT_v_Del
AFUB_096060-T	WT_v_Del
AFUB_059060-T	WT_v_Del
AFUB_051200-T	WT_v_Del
AFUB_100110-T	WT_v_Del
AFUB_084420-T	WT_v_Del
AFUB_047400-T	WT_v_Del
AFUB_047810-T	WT_v_Del
AFUB_080830-T	WT_v_Del
AFUB_045350-T	WT_v_Del
AFUB_012310-T	WT_v_Del
AFUB_007400-T	WT_v_Del
AFUB_071540-T	WT_v_Del
AFUB_095440-T	WT_v_Del
AFUB_034150-T	WT_v_Del
AFUB_082720-T	WT_v_Del
AFUB_092000-T	WT_v_Del
AFUB_035030-T	WT_v_Del
AFUB_009980-T	WT_v_Del
AFUB_050600-T	WT_v_Del
AFUB_046860-T	WT_v_Del
AFUB_060940-T	WT_v_Del
AFUB_062970-T	WT_v_Del
AFUB_078940-T	WT_v_Del
AFUB_022420-T	WT_v_Del
AFUB_000480-T	WT_v_Del
AFUB_066310-T	WT_v_Del
AFUB_056540-T	WT_v_Del
AFUB_084710-T	WT_v_Del
AFUB_091990-T	WT_v_Del
AFUB_051160-T	WT_v_Del
AFUB_047180-T	WT_v_Del
AFUB_012740-T	WT_v_Del
AFUB_054490-T	WT_v_Del
AFUB_020800-T	WT_v_Del
AFUB_096290-T	WT_v_Del
AFUB_076790-T	WT_v_Del
AFUB_021840-T	WT_v_Del
AFUB_075400-T	WT_v_Del
AFUB_052270-T	WT_v_Del
AFUB_067260-T	WT_v_Del
AFUB_041340-T	WT_v_Del
AFUB_033700-T	WT_v_Del
AFUB_013940-T	WT_v_Del
AFUB_101630-T	WT_v_Del
AFUB_071930-T	WT_v_Del
AFUB_068950-T	WT_v_Del
AFUB_096480-T	WT_v_Del
AFUB_047540-T	WT_v_Del
AFUB_021130-T	WT_v_Del
AFUB_068800-T	WT_v_Del
AFUB_048250-T	WT_v_Del
AFUB_091710-T	WT_v_Del
AFUB_044920-T	WT_v_Del
AFUB_066140-T	WT_v_Del
AFUB_090700-T	WT_v_Del
AFUB_032420-T	WT_v_Del
AFUB_076370-T	WT_v_Del
AFUB_057810-T	WT_v_Del
AFUB_101100-T	WT_v_Del
AFUB_017260-T	WT_v_Del
AFUB_021510-T	WT_v_Del
AFUB_064910-T	WT_v_Del
AFUB_075620-T	WT_v_Del
AFUB_014040-T	WT_v_Del
AFUB_009640-T	WT_v_Del
AFUB_005660-T	WT_v_Del
AFUB_099260-T	WT_v_Del
AFUB_095010-T	WT_v_Del
AFUB_079180-T	WT_v_Del
AFUB_035600-T	WT_v_Del
AFUB_030340-T	WT_v_Del
AFUB_030480-T	WT_v_Del
AFUB_017650-T	WT_v_Del
AFUB_045500-T	WT_v_Del
AFUB_081820-T	WT_v_Del
AFUB_099540-T	WT_v_Del
AFUB_100280-T	WT_v_Del
AFUB_066350-T	WT_v_Del
AFUB_091300-T	WT_v_Del
AFUB_077860-T	WT_v_Del
AFUB_070250-T	WT_v_Del
AFUB_054280-T	WT_v_Del
AFUB_034220-T	WT_v_Del
AFUB_087150-T	WT_v_Del
AFUB_092170-T	WT_v_Del
AFUB_000160-T	WT_v_Del
AFUB_101950-T	WT_v_Del
AFUB_037870-T	WT_v_Del
AFUB_091080-T	WT_v_Del
AFUB_062030-T	WT_v_Del
AFUB_056340-T	WT_v_Del
AFUB_070810-T	WT_v_Del
AFUB_093670-T	WT_v_Del
AFUB_005710-T	WT_v_Del
AFUB_081180-T	WT_v_Del
AFUB_004500-T	WT_v_Del
AFUB_026700-T	WT_v_Del
AFUB_101110-T	WT_v_Del
AFUB_034110-T	WT_v_Del
AFUB_034560-T	WT_v_Del
AFUB_045840-T	WT_v_Del
AFUB_071180-T	WT_v_Del
AFUB_071195-T	WT_v_Del
AFUB_071880-T	WT_v_Del
AFUB_101090-T	WT_v_Del
AFUB_047340-T	WT_v_Del
AFUB_084400-T	WT_v_Del
AFUB_010610-T	WT_v_Del
AFUB_066530-T	WT_v_Del
AFUB_047250-T	WT_v_Del
AFUB_049130-T	WT_v_Del
AFUB_043190-T	WT_v_Del
AFUB_017340-T	WT_v_Del
AFUB_064590-T	WT_v_Del
AFUB_008340-T	WT_v_Del
AFUB_068720-T	WT_v_Del
AFUB_047950-T	WT_v_Del
AFUB_031120-T	WT_v_Del
AFUB_045410-T	WT_v_Del
AFUB_086630-T	WT_v_Del
AFUB_078250-T	WT_v_Del
AFUB_069990-T	WT_v_Del
AFUB_057560-T	WT_v_Del
AFUB_091890-T	WT_v_Del
AFUB_088360-T	WT_v_Del
AFUB_044020-T	WT_v_Del
AFUB_053780-T	WT_v_Del
AFUB_041050-T	WT_v_Del
AFUB_000660-T	WT_v_Del
AFUB_046340-T	WT_v_Del
AFUB_083330-T	WT_v_Del
AFUB_022500-T	WT_v_Del
AFUB_067100-T	WT_v_Del
AFUB_010180-T	WT_v_Del
AFUB_033510-T	WT_v_Del
AFUB_075790-T	WT_v_Del
AFUB_099370-T	WT_v_Del
AFUB_097590-T	WT_v_Del
AFUB_049200-T	WT_v_Del
AFUB_046180-T	WT_v_Del
AFUB_073830-T	WT_v_Del
AFUB_024600-T	WT_v_Del
AFUB_100120-T	WT_v_Del
AFUB_049180-T	WT_v_Del
AFUB_002270-T	WT_v_Del
AFUB_099640-T	WT_v_Del
AFUB_050080-T	WT_v_Del
AFUB_067020-T	WT_v_Del
AFUB_031060-T	WT_v_Del
AFUB_020080-T	WT_v_Del
AFUB_076970-T	WT_v_Del
AFUB_022580-T	WT_v_Del
AFUB_071730-T	WT_v_Del
AFUB_047070-T	WT_v_Del
AFUB_042680-T	WT_v_Del
AFUB_065540-T	WT_v_Del
AFUB_075310-T	WT_v_Del
AFUB_071440-T	WT_v_Del
AFUB_061480-T	WT_v_Del
AFUB_092010-T	WT_v_Del
AFUB_049170-T	WT_v_Del
AFUB_081210-T	WT_v_Del
AFUB_006530-T	WT_v_Del
AFUB_059160-T	WT_v_Del
AFUB_001120-T	WT_v_Del
AFUB_032950-T	WT_v_Del
AFUB_057450-T	WT_v_Del
AFUB_077850-T	WT_v_Del
AFUB_094610-T	WT_v_Del
AFUB_087530-T	WT_v_Del
AFUB_087980-T	WT_v_Del
AFUB_048380-T	WT_v_Del
AFUB_066300-T	WT_v_Del
AFUB_083200-T	WT_v_Del
AFUB_099420-T	WT_v_Del
AFUB_032720-T	WT_v_Del
AFUB_061710-T	WT_v_Del
AFUB_101290-T	WT_v_Del
AFUB_006610-T	WT_v_Del
AFUB_071960-T	WT_v_Del
AFUB_097110-T	WT_v_Del
AFUB_096090-T	WT_v_Del
AFUB_091700-T	WT_v_Del
AFUB_048010-T	WT_v_Del
AFUB_072390-T	WT_v_Del
AFUB_051300-T	WT_v_Del
AFUB_050130-T	WT_v_Del
AFUB_047630-T	WT_v_Del
AFUB_081630-T	WT_v_Del
AFUB_087010-T	WT_v_Del
AFUB_049570-T	WT_v_Del
AFUB_001310-T	WT_v_Del
AFUB_056870-T	WT_v_Del
AFUB_081100-T	WT_v_Del
AFUB_091490-T	WT_v_Del
AFUB_008770-T	WT_v_Del
AFUB_021280-T	WT_v_Del
AFUB_041130-T	WT_v_Del
AFUB_065290-T	WT_v_Del
AFUB_097410-T	WT_v_Del
AFUB_067200-T	WT_v_Del
AFUB_071320-T	WT_v_Del
AFUB_064720-T	WT_v_Del
AFUB_045170-T	WT_v_Del
AFUB_012300-T	WT_v_Del
AFUB_073820-T	WT_v_Del
AFUB_084750-T	WT_v_Del
AFUB_032850-T	WT_v_Del
AFUB_078960-T	WT_v_Del
AFUB_098700-T	WT_v_Del
AFUB_096950-T	WT_v_Del
AFUB_078930-T	WT_v_Del
AFUB_087020-T	WT_v_Del
AFUB_092500-T	WT_v_Del
AFUB_062330-T	WT_v_Del
AFUB_006040-T	WT_v_Del
AFUB_100400-T	WT_v_Del
AFUB_101880-T	WT_v_Del
AFUB_085520-T	WT_v_Del
AFUB_052390-T	WT_v_Del
AFUB_090810-T	WT_v_Del
AFUB_049660-T	WT_v_Del
AFUB_000770-T	WT_v_Del
AFUB_079160-T	WT_v_Del
AFUB_094780-T	WT_v_Del
AFUB_017580-T	WT_v_Del
AFUB_045630-T	WT_v_Del
AFUB_087380-T	WT_v_Del
AFUB_060430-T	WT_v_Del
AFUB_064630-T	WT_v_Del
AFUB_100920-T	WT_v_Del
AFUB_067250-T	WT_v_Del
AFUB_067310-T	WT_v_Del
AFUB_075760-T	WT_v_Del
AFUB_026050-T	WT_v_Del
AFUB_097280-T	WT_v_Del
AFUB_080420-T	WT_v_Del
AFUB_037650-T	WT_v_Del
AFUB_088870-T	WT_v_Del
AFUB_007700-T	WT_v_Del
AFUB_065730-T	WT_v_Del
AFUB_048030-T	WT_v_Del
AFUB_072010-T	WT_v_Del
AFUB_041660-T	WT_v_Del
AFUB_000350-T	WT_v_Del
AFUB_101770-T	WT_v_Del
AFUB_090490-T	WT_v_Del
AFUB_100850-T	WT_v_Del
AFUB_019290-T	WT_v_Del
AFUB_101660-T	WT_v_Del
AFUB_092420-T	WT_v_Del
AFUB_084920-T	WT_v_Del
AFUB_029250-T	WT_v_Del
AFUB_080580-T	WT_v_Del
AFUB_029950-T	WT_v_Del
AFUB_084810-T	WT_v_Del
AFUB_098350-T	WT_v_Del
AFUB_096020-T	WT_v_Del
AFUB_000490-T	WT_v_Del
AFUB_018520-T	WT_v_Del
AFUB_035580-T	WT_v_Del
AFUB_018360-T	WT_v_Del
AFUB_097510-T	WT_v_Del
AFUB_097480-T	WT_v_Del
AFUB_097230-T	WT_v_Del
AFUB_096520-T	WT_v_Del
AFUB_071740-T	WT_v_Del
AFUB_047300-T	WT_v_Del
AFUB_047000-T	WT_v_Del
AFUB_034230-T	WT_v_Del
AFUB_074720-T	WT_v_Del
AFUB_051170-T	WT_v_Del
AFUB_091980-T	WT_v_Del
AFUB_060880-T	WT_v_Del
AFUB_033520-T	WT_v_Del
AFUB_045860-T	WT_v_Del
AFUB_056180-T	WT_v_Del
AFUB_005760-T	WT_v_Del
AFUB_079140-T	WT_v_Del
AFUB_012000-T	WT_v_Del
AFUB_035090-T	WT_v_Del
AFUB_082930-T	WT_v_Del
AFUB_012550-T	WT_v_Del
AFUB_013330-T	WT_v_Del
AFUB_095110-T	WT_v_Del
AFUB_010200-T	WT_v_Del
AFUB_031320-T	WT_v_Del
AFUB_028730-T	WT_v_Del
AFUB_096890-T	WT_v_Del
AFUB_079700-T	WT_v_Del
AFUB_088640-T	WT_v_Del
AFUB_095280-T	WT_v_Del
AFUB_087730-T	WT_v_Del
AFUB_047720-T	WT_v_Del
AFUB_091040-T	WT_v_Del
AFUB_014310-T	WT_v_Del
AFUB_090510-T	WT_v_Del
AFUB_092320-T	WT_v_Del
AFUB_025490-T	WT_v_Del
AFUB_029480-T	WT_v_Del
AFUB_041580-T	WT_v_Del
AFUB_054470-T	WT_v_Del
AFUB_021560-T	WT_v_Del
AFUB_045240-T	WT_v_Del
AFUB_009650-T	WT_v_Del
AFUB_033500-T	WT_v_Del
AFUB_091900-T	WT_v_Del
AFUB_091500-T	WT_v_Del
AFUB_032960-T	WT_v_Del
AFUB_015150-T	WT_v_Del
AFUB_099910-T	WT_v_Del
AFUB_079330-T	WT_v_Del
AFUB_063470-T	WT_v_Del
AFUB_005180-T	WT_v_Del
AFUB_006600-T	WT_v_Del
AFUB_081720-T	WT_v_Del
AFUB_053180-T	WT_v_Del
AFUB_040390-T	WT_v_Del
AFUB_036580-T	WT_v_Del
AFUB_033730-T	WT_v_Del
AFUB_101250-T	WT_v_Del
AFUB_063370-T	WT_v_Del
AFUB_050140-T	WT_v_Del
AFUB_026040-T	WT_v_Del
AFUB_081190-T	WT_v_Del
AFUB_013930-T	WT_v_Del
AFUB_075800-T	WT_v_Del
AFUB_049870-T	WT_v_Del
AFUB_079750-T	WT_v_Del
AFUB_036550-T	WT_v_Del
AFUB_090290-T	WT_v_Del
AFUB_092400-T	WT_v_Del
AFUB_057820-T	WT_v_Del
AFUB_042750-T	WT_v_Del
AFUB_077960-T	WT_v_Del
AFUB_035650-T	WT_v_Del
AFUB_020250-T	WT_v_Del
AFUB_102210-T	WT_v_Del
AFUB_010590-T	WT_v_Del
AFUB_062540-T	WT_v_Del
AFUB_071430-T	WT_v_Del
AFUB_013060-T	WT_v_Del
AFUB_032890-T	WT_v_Del
AFUB_056320-T	WT_v_Del
AFUB_006060-T	WT_v_Del
AFUB_093810-T	WT_v_Del
AFUB_020060-T	WT_v_Del
AFUB_029350-T	WT_v_Del
AFUB_054220-T	WT_v_Del
AFUB_073960-T	WT_v_Del
AFUB_090790-T	WT_v_Del
AFUB_083070-T	WT_v_Del
AFUB_000270-T	WT_v_Del
AFUB_075570-T	WT_v_Del
AFUB_071810-T	WT_v_Del
AFUB_082460-T	WT_v_Del
AFUB_025700-T	WT_v_Del
AFUB_036970-T	WT_v_Del
AFUB_100770-T	WT_v_Del
AFUB_017230-T	WT_v_Del
AFUB_047090-T	WT_v_Del
AFUB_071080-T	WT_v_Del
AFUB_020260-T	WT_v_Del
AFUB_025450-T	WT_v_Del
AFUB_037680-T	WT_v_Del
AFUB_016320-T	WT_v_Del
AFUB_036040-T	WT_v_Del
AFUB_017280-T	WT_v_Del
AFUB_016940-T	WT_v_Del
AFUB_030040-T	WT_v_Del
AFUB_028939-T	WT_v_Del
AFUB_071350-T	WT_v_Del
AFUB_041370-T	WT_v_Del
AFUB_034070-T	WT_v_Del
AFUB_064440-T	WT_v_Del
AFUB_002520-T	WT_v_Del
AFUB_079620-T	WT_v_Del
AFUB_063290-T	WT_v_Del
AFUB_086690-T	WT_v_Del
AFUB_101360-T	WT_v_Del
AFUB_102350-T	WT_v_Del
AFUB_028500-T	WT_v_Del
AFUB_012320-T	WT_v_Del
AFUB_059560-T	WT_v_Del
AFUB_079150-T	WT_v_Del
AFUB_092430-T	WT_v_Del
AFUB_071310-T	WT_v_Del
AFUB_000260-T	WT_v_Del
AFUB_075470-T	WT_v_Del
AFUB_084910-T	WT_v_Del
AFUB_091740-T	WT_v_Del
AFUB_087450-T	WT_v_Del
AFUB_080410-T	WT_v_Del
AFUB_060890-T	WT_v_Del
AFUB_041670-T	WT_v_Del
AFUB_039130-T	WT_v_Del
AFUB_028280-T	WT_v_Del
AFUB_060870-T	WT_v_Del
AFUB_090520-T	WT_v_Del
AFUB_005210-T	WT_v_Del
AFUB_045520-T	WT_v_Del
AFUB_017760-T	WT_v_Del
AFUB_071170-T	WT_v_Del
AFUB_001910-T	WT_v_Del
AFUB_033030-T	WT_v_Del
AFUB_101390-T	WT_v_Del
AFUB_049100-T	WT_v_Del
AFUB_077890-T	WT_v_Del
AFUB_074150-T	WT_v_Del
AFUB_094550-T	WT_v_Del
AFUB_035180-T	WT_v_Del
AFUB_054070-T	WT_v_Del
AFUB_010410-T	WT_v_Del
AFUB_013900-T	WT_v_Del
AFUB_019060-T	WT_v_Del
AFUB_056430-T	WT_v_Del
AFUB_074610-T	WT_v_Del
AFUB_091610-T	WT_v_Del
AFUB_001000-T	WT_v_Del
AFUB_012060-T	WT_v_Del
AFUB_052780-T	WT_v_Del
AFUB_039290-T	WT_v_Del
AFUB_095060-T	WT_v_Del
AFUB_039790-T	WT_v_Del
AFUB_091240-T	WT_v_Del
AFUB_004490-T	WT_v_Del
AFUB_021000-T	WT_v_Del
AFUB_035480-T	WT_v_Del
AFUB_055920-T	WT_v_Del
AFUB_028510-T	WT_v_Del
AFUB_044910-T	WT_v_Del
AFUB_079760-T	WT_v_Del
AFUB_066680-T	WT_v_Del
AFUB_081350-T	WT_v_Del
AFUB_041330-T	WT_v_Del
AFUB_029210-T	WT_v_Del
AFUB_072520-T	WT_v_Del
AFUB_068940-T	WT_v_Del
AFUB_024030-T	WT_v_Del
AFUB_000120-T	WT_v_Del
AFUB_046930-T	WT_v_Del
AFUB_057850-T	WT_v_Del
AFUB_087440-T	WT_v_Del
AFUB_057280-T	WT_v_Del
AFUB_026030-T	WT_v_Del
AFUB_096730-T	WT_v_Del
AFUB_085100-T	WT_v_Del
AFUB_060770-T	WT_v_Del
AFUB_035610-T	WT_v_Del
AFUB_022970-T	WT_v_Del
AFUB_078100-T	WT_v_Del
AFUB_004489-T	WT_v_Del
AFUB_061440-T	WT_v_Del
AFUB_081250-T	WT_v_Del
AFUB_044080-T	WT_v_Del
AFUB_035460-T	WT_v_Del
AFUB_033630-T	WT_v_Del
AFUB_024180-T	WT_v_Del
AFUB_066630-T	WT_v_Del
AFUB_022660-T	WT_v_Del
AFUB_094040-T	WT_v_Del
AFUB_017510-T	WT_v_Del
AFUB_050380-T	WT_v_Del
AFUB_079000-T	WT_v_Del
AFUB_017400-T	WT_v_Del
AFUB_101190-T	WT_v_Del
AFUB_075510-T	WT_v_Del
AFUB_044980-T	WT_v_Del
AFUB_090630-T	WT_v_Del
AFUB_015670-T	WT_v_Del
AFUB_049750-T	WT_v_Del
AFUB_003120-T	WT_v_Del
AFUB_062280-T	WT_v_Del
AFUB_080440-T	WT_v_Del
AFUB_077930-T	WT_v_Del
AFUB_057500-T	WT_v_Del
AFUB_057620-T	WT_v_Del
AFUB_030770-T	WT_v_Del
AFUB_081360-T	WT_v_Del
AFUB_002370-T	WT_v_Del
AFUB_087490-T	WT_v_Del
AFUB_091770-T	WT_v_Del
AFUB_090600-T	WT_v_Del
AFUB_034740-T	WT_v_Del
AFUB_077090-T	WT_v_Del
AFUB_090480-T	WT_v_Del
AFUB_020030-T	WT_v_Del
AFUB_062360-T	WT_v_Del
AFUB_040790-T	WT_v_Del
AFUB_081150-T	WT_v_Del
AFUB_028290-T	WT_v_Del
AFUB_045800-T	WT_v_Del
AFUB_101760-T	WT_v_Del
AFUB_051190-T	WT_v_Del
AFUB_079380-T	WT_v_Del
AFUB_097080-T	WT_v_Del
AFUB_091100-T	WT_v_Del
AFUB_080430-T	WT_v_Del
AFUB_060830-T	WT_v_Del
AFUB_011080-T	WT_v_Del
AFUB_056570-T	WT_v_Del
AFUB_017590-T	WT_v_Del
AFUB_071270-T	WT_v_Del
AFUB_019040-T	WT_v_Del
AFUB_081229-T	WT_v_Del
AFUB_064660-T	WT_v_Del
AFUB_061260-T	WT_v_Del
AFUB_033970-T	WT_v_Del
AFUB_016260-T	WT_v_Del
AFUB_030140-T	WT_v_Del
AFUB_077950-T	WT_v_Del
AFUB_061840-T	WT_v_Del
AFUB_041390-T	WT_v_Del
AFUB_003350-T	WT_v_Del
AFUB_066520-T	WT_v_Del
AFUB_102050-T	WT_v_Del
AFUB_017820-T	WT_v_Del
AFUB_089980-T	WT_v_Del
AFUB_027130-T	WT_v_Del
AFUB_077580-T	WT_v_Del
AFUB_078970-T	WT_v_Del
AFUB_012090-T	WT_v_Del
AFUB_034590-T	WT_v_Del
AFUB_041040-T	WT_v_Del
AFUB_086120-T	WT_v_Del
AFUB_091820-T	WT_v_Del
AFUB_034170-T	WT_v_Del
AFUB_025290-T	WT_v_Del
AFUB_096340-T	WT_v_Del
AFUB_100160-T	WT_v_Del
AFUB_076040-T	WT_v_Del
AFUB_028810-T	WT_v_Del
AFUB_038950-T	WT_v_Del
AFUB_099430-T	WT_v_Del
AFUB_028190-T	WT_v_Del
AFUB_037930-T	WT_v_Del
AFUB_036980-T	WT_v_Del
AFUB_035810-T	WT_v_Del
AFUB_013150-T	WT_v_Del
AFUB_075870-T	WT_v_Del
AFUB_086210-T	WT_v_Del
AFUB_016700-T	WT_v_Del
AFUB_016830-T	WT_v_Del
AFUB_098860-T	WT_v_Del
AFUB_065550-T	WT_v_Del
AFUB_090710-T	WT_v_Del
AFUB_059900-T	WT_v_Del
AFUB_018560-T	WT_v_Del
AFUB_035360-T	WT_v_Del
