Gene	Classification
AFUB_027300-T	25_v_37,25_v_42
AFUB_000480-T	25_v_37,25_v_42
AFUB_047670-T	25_v_37,25_v_42
AFUB_000670-T	25_v_37,25_v_42
AFUB_051160-T	25_v_37,25_v_42
AFUB_024230-T	25_v_37,25_v_42
AFUB_038380-T	25_v_37,25_v_42
AFUB_066650-T	25_v_37,25_v_42
AFUB_046170-T	25_v_37,25_v_42
AFUB_059200-T	25_v_37,25_v_42
AFUB_017010-T	25_v_37,25_v_42
AFUB_091710-T	25_v_37,25_v_42
AFUB_049920-T	25_v_37,25_v_42
AFUB_071670-T	25_v_37,25_v_42
AFUB_080110-T	25_v_37,25_v_42
AFUB_080640-T	25_v_37,25_v_42
AFUB_090400-T	25_v_37,25_v_42
AFUB_082570-T	25_v_37,25_v_42
AFUB_088770-T	25_v_37,25_v_42
AFUB_034430-T	25_v_37,25_v_42
AFUB_046390-T	25_v_37,25_v_42
AFUB_035620-T	25_v_37,25_v_42
AFUB_017950-T	25_v_37,25_v_42
AFUB_018830-T	25_v_37,25_v_42
AFUB_090930-T	25_v_37,25_v_42
AFUB_092700-T	25_v_37,25_v_42
AFUB_070460-T	25_v_37,25_v_42
AFUB_085680-T	25_v_37,25_v_42
AFUB_080960-T	25_v_37,25_v_42
AFUB_041720-T	25_v_37,25_v_42
AFUB_022670-T	25_v_37,25_v_42
AFUB_094950-T	25_v_37,25_v_42
AFUB_037380-T	25_v_37,25_v_42
AFUB_006680-T	25_v_37,25_v_42
AFUB_024330-T	25_v_37,25_v_42
AFUB_101160-T	25_v_37,25_v_42
AFUB_077540-T	25_v_37,25_v_42
AFUB_092770-T	25_v_37,25_v_42
AFUB_081180-T	25_v_37,25_v_42
AFUB_019680-T	25_v_37,25_v_42
AFUB_046450-T	25_v_37,25_v_42
AFUB_100930-T	25_v_37,25_v_42
AFUB_016430-T	25_v_37,25_v_42
AFUB_080070-T	25_v_37,25_v_42
AFUB_090640-T	25_v_37,25_v_42
AFUB_096860-T	25_v_37,25_v_42
AFUB_047340-T	25_v_37,25_v_42
AFUB_006720-T	25_v_37,25_v_42
AFUB_033620-T	25_v_37,25_v_42
AFUB_089040-T	25_v_37,25_v_42
AFUB_038280-T	25_v_37,25_v_42
AFUB_000940-T	25_v_37,25_v_42
AFUB_044440-T	25_v_37,25_v_42
AFUB_072270-T	25_v_37,25_v_42
AFUB_043970-T	25_v_37,25_v_42
AFUB_067800-T	25_v_37,25_v_42
AFUB_101920-T	25_v_37,25_v_42
AFUB_034490-T	25_v_37,25_v_42
AFUB_055730-T	25_v_37,25_v_42
AFUB_100180-T	25_v_37,25_v_42
AFUB_039970-T	25_v_37,25_v_42
AFUB_083530-T	25_v_37,25_v_42
AFUB_003130-T	25_v_37,25_v_42
AFUB_081550-T	25_v_37,25_v_42
AFUB_100410-T	25_v_37,25_v_42
AFUB_096930-T	25_v_37,25_v_42
AFUB_046180-T	25_v_37,25_v_42
AFUB_025720-T	25_v_37,25_v_42
AFUB_049180-T	25_v_37,25_v_42
AFUB_002620-T	25_v_37,25_v_42
AFUB_098250-T	25_v_37,25_v_42
AFUB_076400-T	25_v_37,25_v_42
AFUB_053480-T	25_v_37,25_v_42
AFUB_062340-T	25_v_37,25_v_42
AFUB_020080-T	25_v_37,25_v_42
AFUB_102760-T	25_v_37,25_v_42
AFUB_017870-T	25_v_37,25_v_42
AFUB_076800-T	25_v_37,25_v_42
AFUB_036290-T	25_v_37,25_v_42
AFUB_052550-T	25_v_37,25_v_42
AFUB_075310-T	25_v_37,25_v_42
AFUB_071980-T	25_v_37,25_v_42
AFUB_080060-T	25_v_37,25_v_42
AFUB_022330-T	25_v_37,25_v_42
AFUB_079870-T	25_v_37,25_v_42
AFUB_035530-T	25_v_37,25_v_42
AFUB_057770-T	25_v_37,25_v_42
AFUB_049360-T	25_v_37,25_v_42
AFUB_080650-T	25_v_37,25_v_42
AFUB_019740-T	25_v_37,25_v_42
AFUB_101900-T	25_v_37,25_v_42
AFUB_032950-T	25_v_37,25_v_42
AFUB_039860-T	25_v_37,25_v_42
AFUB_056100-T	25_v_37,25_v_42
AFUB_008870-T	25_v_37,25_v_42
AFUB_049210-T	25_v_37,25_v_42
AFUB_020930-T	25_v_37,25_v_42
AFUB_086640-T	25_v_37,25_v_42
AFUB_032650-T	25_v_37,25_v_42
AFUB_004650-T	25_v_37,25_v_42
AFUB_028900-T	25_v_37,25_v_42
AFUB_091700-T	25_v_37,25_v_42
AFUB_005950-T	25_v_37,25_v_42
AFUB_048010-T	25_v_37,25_v_42
AFUB_071220-T	25_v_37,25_v_42
AFUB_081630-T	25_v_37,25_v_42
AFUB_087010-T	25_v_37,25_v_42
AFUB_071250-T	25_v_37,25_v_42
AFUB_100360-T	25_v_37,25_v_42
AFUB_080490-T	25_v_37,25_v_42
AFUB_023780-T	25_v_37,25_v_42
AFUB_081070-T	25_v_37,25_v_42
AFUB_008770-T	25_v_37,25_v_42
AFUB_096810-T	25_v_37,25_v_42
AFUB_096110-T	25_v_37,25_v_42
AFUB_093010-T	25_v_37,25_v_42
AFUB_071320-T	25_v_37,25_v_42
AFUB_022140-T	25_v_37,25_v_42
AFUB_073820-T	25_v_37,25_v_42
AFUB_041140-T	25_v_37,25_v_42
AFUB_100170-T	25_v_37,25_v_42
AFUB_071570-T	25_v_37,25_v_42
AFUB_023240-T	25_v_37,25_v_42
AFUB_071340-T	25_v_37,25_v_42
AFUB_087020-T	25_v_37,25_v_42
AFUB_042650-T	25_v_37,25_v_42
AFUB_084820-T	25_v_37,25_v_42
AFUB_100400-T	25_v_37,25_v_42
AFUB_078780-T	25_v_37,25_v_42
AFUB_021900-T	25_v_37,25_v_42
AFUB_052470-T	25_v_37,25_v_42
AFUB_020480-T	25_v_37,25_v_42
AFUB_091880-T	25_v_37,25_v_42
AFUB_071230-T	25_v_37,25_v_42
AFUB_096940-T	25_v_37,25_v_42
AFUB_003310-T	25_v_37,25_v_42
AFUB_080420-T	25_v_37,25_v_42
AFUB_065420-T	25_v_37,25_v_42
AFUB_017480-T	25_v_37,25_v_42
AFUB_072010-T	25_v_37,25_v_42
AFUB_041660-T	25_v_37,25_v_42
AFUB_093310-T	25_v_37,25_v_42
AFUB_101770-T	25_v_37,25_v_42
AFUB_064410-T	25_v_37,25_v_42
AFUB_071569-T	25_v_37,25_v_42
AFUB_067530-T	25_v_37,25_v_42
AFUB_044950-T	25_v_37,25_v_42
AFUB_081600-T	25_v_37,25_v_42
AFUB_084810-T	25_v_37,25_v_42
AFUB_071500-T	25_v_37,25_v_42
AFUB_054460-T	25_v_37,25_v_42
AFUB_094860-T	25_v_37,25_v_42
AFUB_102340-T	25_v_37,25_v_42
AFUB_035580-T	25_v_37,25_v_42
AFUB_093200-T	25_v_37,25_v_42
AFUB_097290-T	25_v_37,25_v_42
AFUB_034480-T	25_v_37,25_v_42
AFUB_061810-T	25_v_37,25_v_42
AFUB_101840-T	25_v_37,25_v_42
AFUB_048080-T	25_v_37,25_v_42
AFUB_069970-T	25_v_37,25_v_42
AFUB_057940-T	25_v_37,25_v_42
AFUB_043790-T	25_v_37,25_v_42
AFUB_068570-T	25_v_37,25_v_42
AFUB_056500-T	25_v_37,25_v_42
AFUB_048750-T	25_v_37,25_v_42
AFUB_020970-T	25_v_37,25_v_42
AFUB_004890-T	25_v_37,25_v_42
AFUB_098190-T	25_v_37,25_v_42
AFUB_092070-T	25_v_37,25_v_42
AFUB_034650-T	25_v_37,25_v_42
AFUB_096890-T	25_v_37,25_v_42
AFUB_080770-T	25_v_37,25_v_42
AFUB_079880-T	25_v_37,25_v_42
AFUB_081430-T	25_v_37,25_v_42
AFUB_015780-T	25_v_37,25_v_42
AFUB_061010-T	25_v_37,25_v_42
AFUB_033760-T	25_v_37,25_v_42
AFUB_010230-T	25_v_37,25_v_42
AFUB_099780-T	25_v_37,25_v_42
AFUB_062460-T	25_v_37,25_v_42
AFUB_032960-T	25_v_37,25_v_42
AFUB_102330-T	25_v_37,25_v_42
AFUB_028310-T	25_v_37,25_v_42
AFUB_064600-T	25_v_37,25_v_42
AFUB_080100-T	25_v_37,25_v_42
AFUB_015910-T	25_v_37,25_v_42
AFUB_011040-T	25_v_37,25_v_42
AFUB_039960-T	25_v_37,25_v_42
AFUB_075800-T	25_v_37,25_v_42
AFUB_034250-T	25_v_37,25_v_42
AFUB_000470-T	25_v_37,25_v_42
AFUB_008250-T	25_v_37,25_v_42
AFUB_049080-T	25_v_37,25_v_42
AFUB_090730-T	25_v_37,25_v_42
AFUB_057820-T	25_v_37,25_v_42
AFUB_079890-T	25_v_37,25_v_42
AFUB_007620-T	25_v_37,25_v_42
AFUB_003770-T	25_v_37,25_v_42
AFUB_018780-T	25_v_37,25_v_42
AFUB_005500-T	25_v_37,25_v_42
AFUB_064740-T	25_v_37,25_v_42
AFUB_013260-T	25_v_37,25_v_42
AFUB_070950-T	25_v_37,25_v_42
AFUB_048560-T	25_v_37,25_v_42
AFUB_024780-T	25_v_37,25_v_42
AFUB_078140-T	25_v_37,25_v_42
AFUB_092350-T	25_v_37,25_v_42
AFUB_042630-T	25_v_37,25_v_42
AFUB_047280-T	25_v_37,25_v_42
AFUB_028830-T	25_v_37,25_v_42
AFUB_009200-T	25_v_37,25_v_42
AFUB_079840-T	25_v_37,25_v_42
AFUB_083910-T	25_v_37,25_v_42
AFUB_017640-T	25_v_37,25_v_42
AFUB_075780-T	25_v_37,25_v_42
AFUB_078150-T	25_v_37,25_v_42
AFUB_088330-T	25_v_37,25_v_42
AFUB_082360-T	25_v_37,25_v_42
AFUB_028840-T	25_v_37,25_v_42
AFUB_079440-T	25_v_37,25_v_42
AFUB_087620-T	25_v_37,25_v_42
AFUB_034450-T	25_v_37,25_v_42
AFUB_076500-T	25_v_37,25_v_42
AFUB_084700-T	25_v_37,25_v_42
AFUB_060120-T	25_v_37,25_v_42
AFUB_076290-T	25_v_37,25_v_42
AFUB_003560-T	25_v_37,25_v_42
AFUB_071350-T	25_v_37,25_v_42
AFUB_056670-T	25_v_37,25_v_42
AFUB_099660-T	25_v_37,25_v_42
AFUB_079620-T	25_v_37,25_v_42
AFUB_027710-T	25_v_37,25_v_42
AFUB_027180-T	25_v_37,25_v_42
AFUB_102350-T	25_v_37,25_v_42
AFUB_066470-T	25_v_37,25_v_42
AFUB_017000-T	25_v_37,25_v_42
AFUB_071310-T	25_v_37,25_v_42
AFUB_096770-T	25_v_37,25_v_42
AFUB_094850-T	25_v_37,25_v_42
AFUB_095720-T	25_v_37,25_v_42
AFUB_034440-T	25_v_37,25_v_42
AFUB_086840-T	25_v_37,25_v_42
AFUB_046740-T	25_v_37,25_v_42
AFUB_024800-T	25_v_37,25_v_42
AFUB_091590-T	25_v_37,25_v_42
AFUB_095050-T	25_v_37,25_v_42
AFUB_080410-T	25_v_37,25_v_42
AFUB_091480-T	25_v_37,25_v_42
AFUB_020940-T	25_v_37,25_v_42
AFUB_034510-T	25_v_37,25_v_42
AFUB_071170-T	25_v_37,25_v_42
AFUB_033030-T	25_v_37,25_v_42
AFUB_044500-T	25_v_37,25_v_42
AFUB_034970-T	25_v_37,25_v_42
AFUB_026250-T	25_v_37,25_v_42
AFUB_081270-T	25_v_37,25_v_42
AFUB_045440-T	25_v_37,25_v_42
AFUB_089250-T	25_v_37,25_v_42
AFUB_096390-T	25_v_37,25_v_42
AFUB_097580-T	25_v_37,25_v_42
AFUB_004630-T	25_v_37,25_v_42
AFUB_080125-T	25_v_37,25_v_42
AFUB_071400-T	25_v_37,25_v_42
AFUB_101690-T	25_v_37,25_v_42
AFUB_095910-T	25_v_37,25_v_42
AFUB_025600-T	25_v_37,25_v_42
AFUB_044770-T	25_v_37,25_v_42
AFUB_058520-T	25_v_37,25_v_42
AFUB_040530-T	25_v_37,25_v_42
AFUB_066680-T	25_v_37,25_v_42
AFUB_000080-T	25_v_37,25_v_42
AFUB_070760-T	25_v_37,25_v_42
AFUB_087630-T	25_v_37,25_v_42
AFUB_058350-T	25_v_37,25_v_42
AFUB_048580-T	25_v_37,25_v_42
AFUB_018790-T	25_v_37,25_v_42
AFUB_049280-T	25_v_37,25_v_42
AFUB_034470-T	25_v_37,25_v_42
AFUB_050180-T	25_v_37,25_v_42
AFUB_071390-T	25_v_37,25_v_42
AFUB_094510-T	25_v_37,25_v_42
AFUB_046780-T	25_v_37,25_v_42
AFUB_085100-T	25_v_37,25_v_42
AFUB_030800-T	25_v_37,25_v_42
AFUB_043940-T	25_v_37,25_v_42
AFUB_080690-T	25_v_37,25_v_42
AFUB_075240-T	25_v_37,25_v_42
AFUB_033900-T	25_v_37,25_v_42
AFUB_048610-T	25_v_37,25_v_42
AFUB_013680-T	25_v_37,25_v_42
AFUB_076670-T	25_v_37,25_v_42
AFUB_044080-T	25_v_37,25_v_42
AFUB_011580-T	25_v_37,25_v_42
AFUB_015900-T	25_v_37,25_v_42
AFUB_099850-T	25_v_37,25_v_42
AFUB_014540-T	25_v_37,25_v_42
AFUB_080540-T	25_v_37,25_v_42
AFUB_044980-T	25_v_37,25_v_42
AFUB_098380-T	25_v_37,25_v_42
AFUB_084940-T	25_v_37,25_v_42
AFUB_062280-T	25_v_37,25_v_42
AFUB_094840-T	25_v_37,25_v_42
AFUB_094940-T	25_v_37,25_v_42
AFUB_001030-T	25_v_37,25_v_42
AFUB_063480-T	25_v_37,25_v_42
AFUB_090600-T	25_v_37,25_v_42
AFUB_019720-T	25_v_37,25_v_42
AFUB_017940-T	25_v_37,25_v_42
AFUB_052850-T	25_v_37,25_v_42
AFUB_008470-T	25_v_37,25_v_42
AFUB_045260-T	25_v_37,25_v_42
AFUB_045800-T	25_v_37,25_v_42
AFUB_078460-T	25_v_37,25_v_42
AFUB_018330-T	25_v_37,25_v_42
AFUB_084100-T	25_v_37,25_v_42
AFUB_001130-T	25_v_37,25_v_42
AFUB_079220-T	25_v_37,25_v_42
AFUB_080430-T	25_v_37,25_v_42
AFUB_078120-T	25_v_37,25_v_42
AFUB_076150-T	25_v_37,25_v_42
AFUB_066660-T	25_v_37,25_v_42
AFUB_044000-T	25_v_37,25_v_42
AFUB_000310-T	25_v_37,25_v_42
AFUB_102560-T	25_v_37,25_v_42
AFUB_003620-T	25_v_37,25_v_42
AFUB_078970-T	25_v_37,25_v_42
AFUB_079710-T	25_v_37,25_v_42
AFUB_050510-T	25_v_37,25_v_42
AFUB_045430-T	25_v_37,25_v_42
AFUB_092100-T	25_v_37,25_v_42
AFUB_061580-T	25_v_37,25_v_42
AFUB_060160-T	25_v_37,25_v_42
AFUB_083630-T	25_v_37,25_v_42
AFUB_034460-T	25_v_37,25_v_42
AFUB_032290-T	25_v_37,25_v_42
AFUB_092140-T	25_v_37,25_v_42
AFUB_007800-T	25_v_37,25_v_42
AFUB_076330-T	25_v_37,25_v_42
AFUB_092080-T	25_v_37,25_v_42
AFUB_071240-T	25_v_37,25_v_42
AFUB_092360-T	25_v_37,25_v_42
AFUB_016700-T	25_v_37,25_v_42
AFUB_078180-T	25_v_37,25_v_42
AFUB_048310-T	25_v_37,25_v_42,37_v_42
AFUB_079720-T	25_v_37,25_v_42,37_v_42
AFUB_100380-T	25_v_37,25_v_42,37_v_42
AFUB_096950-T	25_v_37,25_v_42,37_v_42
AFUB_101630-T	25_v_37,25_v_42,37_v_42
AFUB_098630-T	25_v_37,25_v_42,37_v_42
AFUB_007740-T	25_v_37,25_v_42,37_v_42
AFUB_045630-T	25_v_37,25_v_42,37_v_42
AFUB_080950-T	25_v_37,25_v_42,37_v_42
AFUB_001440-T	25_v_37,25_v_42,37_v_42
AFUB_034310-T	25_v_37,25_v_42,37_v_42
AFUB_071550-T	25_v_37,25_v_42,37_v_42
AFUB_041670-T	25_v_37,25_v_42,37_v_42
AFUB_044650-T	25_v_37,25_v_42,37_v_42
AFUB_086960-T	25_v_37,25_v_42,37_v_42
AFUB_071530-T	25_v_37,25_v_42,37_v_42
AFUB_058080-T	25_v_37,25_v_42,37_v_42
AFUB_095800-T	25_v_37,25_v_42,37_v_42
AFUB_087030-T	25_v_37,25_v_42,37_v_42
AFUB_079180-T	25_v_37,25_v_42,37_v_42
AFUB_061910-T	25_v_37,25_v_42,37_v_42
AFUB_027780-T	25_v_37,25_v_42,37_v_42
AFUB_085740-T	25_v_37,25_v_42,37_v_42
AFUB_033190-T	25_v_37,25_v_42,37_v_42
AFUB_034220-T	25_v_37,25_v_42,37_v_42
AFUB_086790-T	25_v_37,25_v_42,37_v_42
AFUB_033520-T	25_v_37,25_v_42,37_v_42
AFUB_079760-T	25_v_37,25_v_42,37_v_42
AFUB_071410-T	25_v_37,25_v_42,37_v_42
AFUB_004020-T	25_v_37,25_v_42,37_v_42
AFUB_092090-T	25_v_37,25_v_42,37_v_42
AFUB_087440-T	25_v_37,25_v_42,37_v_42
AFUB_088060-T	25_v_37,25_v_42,37_v_42
AFUB_081670-T	25_v_37,25_v_42,37_v_42
AFUB_079730-T	25_v_37,25_v_42,37_v_42
AFUB_033500-T	25_v_37,25_v_42,37_v_42
AFUB_044020-T	25_v_37,25_v_42,37_v_42
AFUB_053780-T	25_v_37,25_v_42,37_v_42
AFUB_100420-T	25_v_37,25_v_42,37_v_42
AFUB_061490-T	25_v_37,25_v_42,37_v_42
AFUB_081530-T	25_v_37,25_v_42,37_v_42
AFUB_003120-T	25_v_37,25_v_42,37_v_42
AFUB_031090-T	25_v_37,25_v_42,37_v_42
AFUB_033510-T	25_v_37,25_v_42,37_v_42
AFUB_075790-T	25_v_37,25_v_42,37_v_42
AFUB_080440-T	25_v_37,25_v_42,37_v_42
AFUB_049200-T	25_v_37,25_v_42,37_v_42
AFUB_041760-T	25_v_37,25_v_42,37_v_42
AFUB_092260-T	25_v_37,25_v_42,37_v_42
AFUB_044960-T	25_v_37,25_v_42,37_v_42
AFUB_079750-T	25_v_37,25_v_42,37_v_42
AFUB_080560-T	25_v_37,25_v_42,37_v_42
AFUB_062360-T	25_v_37,25_v_42,37_v_42
AFUB_046970-T	25_v_37,25_v_42,37_v_42
AFUB_047660-T	25_v_37,25_v_42,37_v_42
AFUB_034180-T	25_v_37,25_v_42,37_v_42
AFUB_044640-T	25_v_37,25_v_42,37_v_42
AFUB_049170-T	25_v_37,25_v_42,37_v_42
AFUB_020580-T	25_v_37,25_v_42,37_v_42
AFUB_073130-T	25_v_37,25_v_42,37_v_42
AFUB_100390-T	25_v_37,25_v_42,37_v_42
AFUB_003610-T	25_v_37,25_v_42,37_v_42
AFUB_021490-T	25_v_37,25_v_42,37_v_42
AFUB_101210-T	25_v_37,25_v_42,37_v_42
AFUB_078220-T	25_v_37,25_v_42,37_v_42
AFUB_027270-T	25_v_37,25_v_42,37_v_42
AFUB_100350-T	25_v_37,25_v_42,37_v_42
AFUB_041040-T	25_v_37,25_v_42,37_v_42
AFUB_086800-T	25_v_37,25_v_42,37_v_42
AFUB_099290-T	25_v_37,25_v_42,37_v_42
AFUB_066370-T	25_v_37,25_v_42,37_v_42
AFUB_028810-T	25_v_37,25_v_42,37_v_42
AFUB_046520-T	25_v_37,25_v_42,37_v_42
AFUB_071540-T	25_v_37,25_v_42,37_v_42
AFUB_035570-T	25_v_37,25_v_42,37_v_42
AFUB_062350-T	25_v_37,25_v_42,37_v_42
AFUB_044940-T	25_v_37,25_v_42,37_v_42
AFUB_036080-T	25_v_37,25_v_42,37_v_42
AFUB_038070-T	25_v_37,25_v_42,37_v_42
AFUB_051230-T	37_v_42
AFUB_003710-T	37_v_42
AFUB_013770-T	37_v_42
AFUB_003700-T	37_v_42
AFUB_064390-T	37_v_42
AFUB_017210-T	37_v_42
AFUB_096050-T	37_v_42
AFUB_033730-T	37_v_42
AFUB_017650-T	37_v_42
AFUB_091610-T	37_v_42
AFUB_061470-T	37_v_42
AFUB_033160-T	37_v_42
AFUB_029650-T	37_v_42
AFUB_068740-T	37_v_42
AFUB_055160-T	37_v_42
AFUB_033630-T	37_v_42
AFUB_091900-T	37_v_42
AFUB_077850-T	37_v_42
AFUB_044830-T	37_v_42
AFUB_026450-T	37_v_42
AFUB_022660-T	37_v_42
AFUB_007730-T	37_v_42
AFUB_007320-T	37_v_42
AFUB_095230-T	37_v_42
AFUB_000260-T	37_v_42
AFUB_022380-T	37_v_42
AFUB_101559-T	37_v_42
AFUB_065800-T	37_v_42
AFUB_086970-T	37_v_42
AFUB_012090-T	37_v_42
AFUB_003720-T	37_v_42
AFUB_091980-T	37_v_42
AFUB_085310-T	37_v_42
AFUB_004920-T	37_v_42
AFUB_047510-T	37_v_42
AFUB_056340-T	37_v_42
AFUB_025250-T	37_v_42
AFUB_022650-T	37_v_42
AFUB_049500-T	37_v_42
AFUB_067270-T	37_v_42
AFUB_090080-T	37_v_42
AFUB_003200-T	37_v_42
AFUB_036430-T	37_v_42
AFUB_072700-T	37_v_42
AFUB_005440-T	37_v_42
AFUB_044800-T	37_v_42
AFUB_057500-T	37_v_42
AFUB_035380-T	37_v_42
AFUB_037680-T	37_v_42
AFUB_099820-T	37_v_42
AFUB_063690-T	37_v_42
AFUB_077660-T	37_v_42
AFUB_060430-T	37_v_42
AFUB_040120-T	37_v_42
AFUB_082990-T	37_v_42
AFUB_033210-T	37_v_42
AFUB_039810-T	37_v_42
AFUB_077640-T	37_v_42
AFUB_097060-T	37_v_42
AFUB_035140-T	37_v_42
AFUB_010030-T	37_v_42
AFUB_046860-T	37_v_42
AFUB_100300-T	37_v_42
AFUB_005390-T	37_v_42
AFUB_081150-T	37_v_42
AFUB_017050-T	37_v_42
AFUB_096570-T	37_v_42
AFUB_082870-T	37_v_42
AFUB_033650-T	37_v_42
AFUB_065520-T	37_v_42
AFUB_086690-T	37_v_42
AFUB_000050-T	37_v_42
AFUB_042520-T	37_v_42
AFUB_036990-T	25_v_37
AFUB_098040-T	25_v_37
AFUB_097910-T	25_v_37
AFUB_079150-T	25_v_37
AFUB_027160-T	25_v_37
AFUB_102230-T	25_v_37
AFUB_059940-T	25_v_37
AFUB_096480-T	25_v_37
AFUB_072990-T	25_v_37
AFUB_079340-T	25_v_37
AFUB_057730-T	25_v_37
AFUB_099710-T	25_v_37
AFUB_046370-T	25_v_37
AFUB_048530-T	25_v_37
AFUB_077300-T	25_v_37
AFUB_082050-T	25_v_37
AFUB_087650-T	25_v_37
AFUB_055780-T	25_v_37
AFUB_071150-T	25_v_37
AFUB_066940-T	25_v_37
AFUB_065490-T	25_v_37
AFUB_097770-T	25_v_37
AFUB_083920-T	25_v_37
AFUB_036240-T	25_v_37
AFUB_046130-T	25_v_37
AFUB_030500-T	25_v_37
AFUB_023350-T	25_v_37
AFUB_045830-T	25_v_37
AFUB_080090-T	25_v_37
AFUB_063010-T	25_v_37
AFUB_000930-T	25_v_37
AFUB_006520-T	25_v_37
AFUB_097680-T	25_v_37
AFUB_048480-T	25_v_37
