Gene	Classification
AFUB_045590-T	25_v_37,25_v_42
AFUB_090720-T	25_v_37,25_v_42
AFUB_066630-T	25_v_37,25_v_42
AFUB_042050-T	25_v_37,25_v_42
AFUB_033990-T	25_v_37,25_v_42
AFUB_017650-T	25_v_37,25_v_42
AFUB_054570-T	25_v_37,25_v_42
AFUB_079300-T	25_v_37,25_v_42
AFUB_057900-T	25_v_37,25_v_42
AFUB_077690-T	25_v_37,25_v_42
AFUB_050160-T	25_v_37,25_v_42
AFUB_049960-T	25_v_37,25_v_42
AFUB_074450-T	25_v_37,25_v_42
AFUB_036200-T	25_v_37,25_v_42
AFUB_028370-T	25_v_37,25_v_42
AFUB_028280-T	25_v_37,25_v_42
AFUB_007030-T	25_v_37,25_v_42
AFUB_075420-T	25_v_37,25_v_42
AFUB_016670-T	25_v_37,25_v_42
AFUB_079630-T	25_v_37,25_v_42
AFUB_016290-T	25_v_37,25_v_42
AFUB_100810-T	25_v_37,25_v_42
AFUB_041530-T	25_v_37,25_v_42
AFUB_079370-T	25_v_37,25_v_42
AFUB_083970-T	25_v_37,25_v_42
AFUB_072940-T	25_v_37,25_v_42
AFUB_049020-T	25_v_37,25_v_42
AFUB_076520-T	25_v_37,25_v_42
AFUB_037310-T	25_v_37,25_v_42
AFUB_097710-T	25_v_37,25_v_42
AFUB_070300-T	25_v_37,25_v_42
AFUB_090690-T	25_v_37,25_v_42
AFUB_030770-T	25_v_37,25_v_42
AFUB_070680-T	25_v_37,25_v_42
AFUB_010650-T	25_v_37,25_v_42
AFUB_098750-T	25_v_37,25_v_42
AFUB_045140-T	25_v_37,25_v_42
AFUB_011360-T	25_v_37,25_v_42
AFUB_017250-T	25_v_37,25_v_42
AFUB_092120-T	25_v_37,25_v_42
AFUB_004460-T	25_v_37,25_v_42
AFUB_100320-T	25_v_37,25_v_42
AFUB_017290-T	25_v_37,25_v_42
AFUB_099360-T	25_v_37,25_v_42
AFUB_085280-T	25_v_37,25_v_42
AFUB_046200-T	25_v_37,25_v_42
AFUB_037670-T	25_v_37,25_v_42
AFUB_058670-T	25_v_37,25_v_42
AFUB_084190-T	25_v_37,25_v_42
AFUB_081210-T	25_v_37,25_v_42
AFUB_079280-T	25_v_37,25_v_42
AFUB_036120-T	25_v_37,25_v_42
AFUB_044550-T	25_v_37,25_v_42
AFUB_000260-T	25_v_37,25_v_42
AFUB_073960-T	25_v_37,25_v_42
AFUB_092520-T	25_v_37,25_v_42
AFUB_019100-T	25_v_37,25_v_42
AFUB_028650-T	25_v_37,25_v_42
AFUB_098600-T	25_v_37,25_v_42
AFUB_040960-T	25_v_37,25_v_42
AFUB_065710-T	25_v_37,25_v_42
AFUB_035010-T	25_v_37,25_v_42
AFUB_097280-T	25_v_37,25_v_42
AFUB_045720-T	25_v_37,25_v_42
AFUB_004950-T	25_v_37,25_v_42
AFUB_083460-T	25_v_37,25_v_42
AFUB_033610-T	25_v_37,25_v_42
AFUB_087380-T	25_v_37,25_v_42
AFUB_046730-T	25_v_37,25_v_42
AFUB_058660-T	25_v_37,25_v_42
AFUB_002370-T	25_v_37,25_v_42
AFUB_057800-T	25_v_37,25_v_42
AFUB_080320-T	25_v_37,25_v_42
AFUB_004800-T	25_v_37,25_v_42
AFUB_038650-T	25_v_37,25_v_42
AFUB_043420-T	25_v_37,25_v_42
AFUB_068710-T	25_v_37,25_v_42
AFUB_017510-T	25_v_37,25_v_42
AFUB_016740-T	25_v_37,25_v_42
AFUB_034690-T	25_v_37,25_v_42
AFUB_087489-T	25_v_37,25_v_42
AFUB_090480-T	25_v_37,25_v_42
AFUB_019550-T	25_v_37,25_v_42
AFUB_085270-T	25_v_37,25_v_42
AFUB_062450-T	25_v_37,25_v_42
AFUB_029570-T	25_v_37,25_v_42
AFUB_081340-T	25_v_37,25_v_42
AFUB_086630-T	25_v_37,25_v_42
AFUB_084490-T	25_v_37,25_v_42
AFUB_019270-T	25_v_37,25_v_42
AFUB_086830-T	25_v_37,25_v_42
AFUB_050080-T	25_v_37,25_v_42
AFUB_096120-T	25_v_37,25_v_42
AFUB_048860-T	25_v_37,25_v_42
AFUB_081770-T	25_v_37,25_v_42
AFUB_033320-T	25_v_37,25_v_42
AFUB_054440-T	25_v_37,25_v_42
AFUB_032420-T	25_v_37,25_v_42
AFUB_021130-T	25_v_37,25_v_42
AFUB_090490-T	25_v_37,25_v_42
AFUB_003670-T	25_v_37,25_v_42
AFUB_048880-T	25_v_37,25_v_42
AFUB_061350-T	25_v_37,25_v_42
AFUB_071360-T	25_v_37,25_v_42
AFUB_055010-T	25_v_37,25_v_42
AFUB_092740-T	25_v_37,25_v_42
AFUB_048340-T	25_v_37,25_v_42
AFUB_022340-T	25_v_37,25_v_42
AFUB_044090-T	25_v_37,25_v_42
AFUB_044150-T	25_v_37,25_v_42
AFUB_026040-T	25_v_37,25_v_42
AFUB_040390-T	25_v_37,25_v_42
AFUB_094580-T	25_v_37,25_v_42
AFUB_033980-T	25_v_37,25_v_42
AFUB_088580-T	25_v_37,25_v_42
AFUB_045150-T	25_v_37,25_v_42
AFUB_020540-T	25_v_37,25_v_42
AFUB_070690-T	25_v_37,25_v_42
AFUB_047790-T	25_v_37,25_v_42
AFUB_037340-T	25_v_37,25_v_42
AFUB_097620-T	25_v_37,25_v_42
AFUB_003650-T	25_v_37,25_v_42
AFUB_011160-T	25_v_37,25_v_42
AFUB_026700-T	25_v_37,25_v_42
AFUB_004510-T	25_v_37,25_v_42
AFUB_029560-T	25_v_37,25_v_42
AFUB_096130-T	25_v_37,25_v_42
AFUB_039790-T	25_v_37,25_v_42
AFUB_021270-T	25_v_37,25_v_42
AFUB_005640-T	25_v_37,25_v_42
AFUB_045200-T	25_v_37,25_v_42
AFUB_101850-T	25_v_37,25_v_42
AFUB_083490-T	25_v_37,25_v_42
AFUB_030300-T	25_v_37,25_v_42
AFUB_069380-T	25_v_37,25_v_42
AFUB_049850-T	25_v_37,25_v_42
AFUB_100230-T	25_v_37,25_v_42
AFUB_046870-T	25_v_37,25_v_42
AFUB_077770-T	25_v_37,25_v_42
AFUB_044450-T	25_v_37,25_v_42
AFUB_075490-T	25_v_37,25_v_42
AFUB_095090-T	25_v_37,25_v_42
AFUB_078950-T	25_v_37,25_v_42
AFUB_036060-T	25_v_37,25_v_42
AFUB_093670-T	25_v_37,25_v_42
AFUB_095010-T	25_v_37,25_v_42
AFUB_057490-T	25_v_37,25_v_42
AFUB_082080-T	25_v_37,25_v_42
AFUB_029760-T	25_v_37,25_v_42
AFUB_064120-T	25_v_37,25_v_42
AFUB_022580-T	25_v_37,25_v_42
AFUB_042120-T	25_v_37,25_v_42
AFUB_075375-T	25_v_37,25_v_42
AFUB_075450-T	25_v_37,25_v_42
AFUB_019290-T	25_v_37,25_v_42
AFUB_084970-T	25_v_37,25_v_42
AFUB_059170-T	25_v_37,25_v_42
AFUB_086620-T	25_v_37,25_v_42
AFUB_041640-T	25_v_37,25_v_42
AFUB_022400-T	25_v_37,25_v_42
AFUB_091900-T	25_v_37,25_v_42
AFUB_048870-T	25_v_37,25_v_42
AFUB_092730-T	25_v_37,25_v_42
AFUB_034150-T	25_v_37,25_v_42
AFUB_061140-T	25_v_37,25_v_42
AFUB_026030-T	25_v_37,25_v_42
AFUB_042020-T	25_v_37,25_v_42
AFUB_096700-T	25_v_37,25_v_42
AFUB_011880-T	25_v_37,25_v_42
AFUB_075620-T	25_v_37,25_v_42
AFUB_021290-T	25_v_37,25_v_42
AFUB_017280-T	25_v_37,25_v_42
AFUB_017320-T	25_v_37,25_v_42
AFUB_003660-T	25_v_37,25_v_42
AFUB_094040-T	25_v_37,25_v_42
AFUB_033580-T	25_v_37,25_v_42
AFUB_056320-T	25_v_37,25_v_42
AFUB_039660-T	25_v_37,25_v_42
AFUB_075700-T	25_v_37,25_v_42
AFUB_060950-T	25_v_37,25_v_42
AFUB_082940-T	25_v_37,25_v_42
AFUB_066300-T	25_v_37,25_v_42
AFUB_061380-T	25_v_37,25_v_42
AFUB_097720-T	25_v_37,25_v_42
AFUB_048090-T	25_v_37,25_v_42
AFUB_015790-T	25_v_37,25_v_42
AFUB_077830-T	25_v_37,25_v_42
AFUB_083980-T	25_v_37,25_v_42
AFUB_016260-T	25_v_37,25_v_42
AFUB_094630-T	25_v_37,25_v_42
AFUB_045190-T	25_v_37,25_v_42
AFUB_032010-T	25_v_37,25_v_42
AFUB_075320-T	25_v_37,25_v_42
AFUB_046310-T	25_v_37,25_v_42
AFUB_021280-T	25_v_37,25_v_42
AFUB_081080-T	25_v_37,25_v_42
AFUB_079470-T	25_v_37,25_v_42
AFUB_101640-T	25_v_37,25_v_42
AFUB_021050-T	25_v_37,25_v_42
AFUB_090520-T	25_v_37,25_v_42
AFUB_085200-T	25_v_37,25_v_42
AFUB_088150-T	25_v_37,25_v_42
AFUB_047810-T	25_v_37,25_v_42
AFUB_037870-T	25_v_37,25_v_42
AFUB_072450-T	25_v_37,25_v_42
AFUB_031170-T	25_v_37,25_v_42
AFUB_044250-T	25_v_37,25_v_42
AFUB_094710-T	25_v_37,25_v_42
AFUB_025250-T	25_v_37,25_v_42
AFUB_039140-T	25_v_37,25_v_42
AFUB_070280-T	25_v_37,25_v_42
AFUB_062490-T	25_v_37,25_v_42
AFUB_075360-T	25_v_37,25_v_42
AFUB_030250-T	25_v_37,25_v_42
AFUB_012550-T	25_v_37,25_v_42
AFUB_048250-T	25_v_37,25_v_42
AFUB_058010-T	25_v_37,25_v_42
AFUB_101070-T	25_v_37,25_v_42
AFUB_092290-T	25_v_37,25_v_42
AFUB_084660-T	25_v_37,25_v_42
AFUB_080720-T	25_v_37,25_v_42
AFUB_045680-T	25_v_37,25_v_42
AFUB_099930-T	25_v_37,25_v_42
AFUB_023040-T	25_v_37,25_v_42
AFUB_084880-T	25_v_37,25_v_42
AFUB_030960-T	25_v_37,25_v_42
AFUB_029430-T	25_v_37,25_v_42
AFUB_003630-T	25_v_37,25_v_42
AFUB_044430-T	25_v_37,25_v_42
AFUB_022860-T	25_v_37,25_v_42
AFUB_025140-T	25_v_37,25_v_42
AFUB_014840-T	25_v_37,25_v_42
AFUB_096630-T	25_v_37,25_v_42
AFUB_087670-T	25_v_37,25_v_42
AFUB_025480-T	25_v_37,25_v_42
AFUB_036170-T	25_v_37,25_v_42
AFUB_097470-T	25_v_37,25_v_42
AFUB_081150-T	25_v_37,25_v_42
AFUB_060200-T	25_v_37,25_v_42
AFUB_046380-T	25_v_37,25_v_42
AFUB_033970-T	25_v_37,25_v_42
AFUB_093540-T	25_v_37,25_v_42
AFUB_050830-T	25_v_37,25_v_42
AFUB_101500-T	25_v_37,25_v_42
AFUB_084450-T	25_v_37,25_v_42
AFUB_100710-T	25_v_37,25_v_42
AFUB_082480-T	25_v_37,25_v_42
AFUB_007290-T	25_v_37,25_v_42
AFUB_011940-T	25_v_37,25_v_42
AFUB_045890-T	25_v_37,25_v_42
AFUB_045240-T	25_v_37,25_v_42
AFUB_014890-T	25_v_37,25_v_42
AFUB_083450-T	25_v_37,25_v_42
AFUB_097240-T	25_v_37,25_v_42
AFUB_074430-T	25_v_37,25_v_42
AFUB_084050-T	25_v_37,25_v_42
AFUB_040230-T	25_v_37,25_v_42
AFUB_044360-T	25_v_37,25_v_42
AFUB_047090-T	25_v_37,25_v_42
AFUB_091070-T	25_v_37,25_v_42
AFUB_000050-T	25_v_37,25_v_42
AFUB_091980-T	25_v_37,25_v_42
AFUB_071870-T	25_v_37,25_v_42
AFUB_023080-T	25_v_37,25_v_42
AFUB_092640-T	25_v_37,25_v_42
AFUB_028380-T	25_v_37,25_v_42
AFUB_071040-T	25_v_37,25_v_42
AFUB_029950-T	25_v_37,25_v_42
AFUB_089570-T	25_v_37,25_v_42
AFUB_084510-T	25_v_37,25_v_42
AFUB_077980-T	25_v_37,25_v_42
AFUB_062510-T	25_v_37,25_v_42
AFUB_097700-T	25_v_37,25_v_42
AFUB_060430-T	25_v_37,25_v_42
AFUB_002230-T	25_v_37,25_v_42
AFUB_019160-T	25_v_37,25_v_42
AFUB_044240-T	25_v_37,25_v_42
AFUB_046350-T	25_v_37,25_v_42
AFUB_016800-T	25_v_37,25_v_42
AFUB_084960-T	25_v_37,25_v_42
AFUB_059550-T	25_v_37,25_v_42
AFUB_051230-T	25_v_37,25_v_42
AFUB_082990-T	25_v_37,25_v_42
AFUB_100820-T	25_v_37,25_v_42
AFUB_062060-T	25_v_37,25_v_42
AFUB_071030-T	25_v_37,25_v_42
AFUB_087560-T	25_v_37,25_v_42
AFUB_036770-T	25_v_37,25_v_42
AFUB_022260-T	25_v_37,25_v_42
AFUB_014170-T	25_v_37,25_v_42
AFUB_073750-T	25_v_37,25_v_42
AFUB_070890-T	25_v_37,25_v_42
AFUB_044010-T	25_v_37,25_v_42
AFUB_044990-T	25_v_37,25_v_42
AFUB_039530-T	25_v_37,25_v_42
AFUB_083200-T	25_v_37,25_v_42
AFUB_017700-T	25_v_37,25_v_42
AFUB_050560-T	25_v_37,25_v_42
AFUB_005620-T	25_v_37,25_v_42
AFUB_091190-T	25_v_37,25_v_42
AFUB_037520-T	25_v_37,25_v_42
AFUB_087580-T	25_v_37,25_v_42
AFUB_048240-T	25_v_37,25_v_42
AFUB_015230-T	25_v_37,25_v_42
AFUB_048180-T	25_v_37,25_v_42
AFUB_081660-T	25_v_37,25_v_42
AFUB_049945-T	25_v_37,25_v_42
AFUB_057850-T	25_v_37,25_v_42
AFUB_075410-T	25_v_37,25_v_42
AFUB_071060-T	25_v_37,25_v_42
AFUB_058320-T	25_v_37,25_v_42
AFUB_101490-T	25_v_37,25_v_42
AFUB_080010-T	25_v_37,25_v_42
AFUB_011270-T	25_v_37,25_v_42
AFUB_017610-T	25_v_37,25_v_42
AFUB_045860-T	25_v_37,25_v_42
AFUB_088750-T	25_v_37,25_v_42
AFUB_016860-T	25_v_37,25_v_42
AFUB_085490-T	25_v_37,25_v_42
AFUB_027530-T	25_v_37,25_v_42
AFUB_035050-T	25_v_37,25_v_42
AFUB_100770-T	25_v_37,25_v_42
AFUB_049750-T	25_v_37,25_v_42
AFUB_099920-T	25_v_37,25_v_42
AFUB_047080-T	25_v_37,25_v_42
AFUB_037900-T	25_v_37,25_v_42
AFUB_091430-T	25_v_37,25_v_42
AFUB_041360-T	25_v_37,25_v_42
AFUB_100330-T	25_v_37,25_v_42
AFUB_101030-T	25_v_37,25_v_42
AFUB_078930-T	25_v_37,25_v_42
AFUB_056430-T	25_v_37,25_v_42
AFUB_003990-T	25_v_37,25_v_42
AFUB_012630-T	25_v_37,25_v_42
AFUB_045880-T	25_v_37,25_v_42
AFUB_001500-T	25_v_37,25_v_42
AFUB_044720-T	25_v_37,25_v_42
AFUB_084070-T	25_v_37,25_v_42
AFUB_097600-T	25_v_37,25_v_42
AFUB_054390-T	25_v_37,25_v_42
AFUB_072925-T	25_v_37,25_v_42
AFUB_050920-T	25_v_37,25_v_42
AFUB_091240-T	25_v_37,25_v_42
AFUB_013900-T	25_v_37,25_v_42
AFUB_081780-T	25_v_37,25_v_42
AFUB_036070-T	25_v_37,25_v_42
AFUB_101290-T	25_v_37,25_v_42
AFUB_047880-T	25_v_37,25_v_42
AFUB_085350-T	25_v_37,25_v_42
AFUB_090410-T	25_v_37,25_v_42
AFUB_017330-T	25_v_37,25_v_42
AFUB_046510-T	25_v_37,25_v_42
AFUB_037820-T	25_v_37,25_v_42
AFUB_079490-T	25_v_37,25_v_42
AFUB_022180-T	25_v_37,25_v_42
AFUB_010610-T	25_v_37,25_v_42
AFUB_036040-T	25_v_37,25_v_42
AFUB_086690-T	25_v_37,25_v_42
AFUB_017540-T	25_v_37,25_v_42
AFUB_049090-T	25_v_37,25_v_42
AFUB_022080-T	25_v_37,25_v_42
AFUB_101820-T	25_v_37,25_v_42
AFUB_070670-T	25_v_37,25_v_42
AFUB_084400-T	25_v_37,25_v_42
AFUB_082460-T	25_v_37,25_v_42
AFUB_052580-T	25_v_37,25_v_42
AFUB_073680-T	25_v_37,25_v_42
AFUB_100290-T	25_v_37,25_v_42
AFUB_084950-T	25_v_37,25_v_42
AFUB_004590-T	25_v_37,25_v_42
AFUB_101250-T	25_v_37,25_v_42
AFUB_057810-T	25_v_37,25_v_42
AFUB_073440-T	25_v_37,25_v_42
AFUB_048230-T	25_v_37,25_v_42
AFUB_083840-T	25_v_37,25_v_42
AFUB_033110-T	25_v_37,25_v_42
AFUB_003090-T	25_v_37,25_v_42
AFUB_072390-T	25_v_37,25_v_42
AFUB_097730-T	25_v_37,25_v_42
AFUB_095110-T	25_v_37,25_v_42
AFUB_086780-T	25_v_37,25_v_42
AFUB_085870-T	25_v_37
AFUB_084410-T	25_v_37
AFUB_025700-T	25_v_37
AFUB_035980-T	25_v_37
AFUB_003440-T	25_v_37
AFUB_060870-T	25_v_37
AFUB_097339-T	25_v_37
AFUB_066380-T	25_v_37
AFUB_075760-T	25_v_37
AFUB_099430-T	25_v_37
AFUB_036030-T	25_v_37
AFUB_035380-T	25_v_37
AFUB_049740-T	25_v_37
AFUB_040250-T	25_v_37
AFUB_096550-T	25_v_37
AFUB_005090-T	25_v_37
AFUB_066140-T	25_v_37
AFUB_022650-T	25_v_37
AFUB_033210-T	25_v_37
AFUB_047770-T	25_v_37
AFUB_025290-T	25_v_37
AFUB_087750-T	25_v_37
AFUB_077860-T	25_v_37
AFUB_091820-T	25_v_37
AFUB_085800-T	25_v_37
AFUB_065800-T	25_v_37
AFUB_003740-T	25_v_37
AFUB_102860-T	25_v_37
AFUB_062560-T	25_v_37
AFUB_003700-T	25_v_37
AFUB_034220-T	25_v_37
AFUB_056340-T	25_v_37
AFUB_087090-T	25_v_37
AFUB_025450-T	25_v_37
AFUB_028320-T	25_v_37
AFUB_007060-T	25_v_37
AFUB_044920-T	25_v_37
AFUB_000230-T	25_v_37
AFUB_023910-T	25_v_37
AFUB_041270-T	25_v_37
AFUB_058460-T	25_v_37
AFUB_101570-T	25_v_37
AFUB_047440-T	25_v_37
AFUB_051520-T	25_v_37
AFUB_070540-T	25_v_37
AFUB_073690-T	25_v_37
AFUB_046180-T	25_v_37
AFUB_084480-T	25_v_37
AFUB_001570-T	25_v_37
AFUB_016450-T	25_v_37
AFUB_096570-T	25_v_37
AFUB_071970-T	25_v_37
AFUB_071300-T	25_v_37
AFUB_074350-T	25_v_37
AFUB_004920-T	25_v_37
AFUB_054240-T	25_v_37
AFUB_071960-T	25_v_37
AFUB_049030-T	25_v_37
AFUB_046170-T	25_v_37
AFUB_047190-T	25_v_37
AFUB_088790-T	25_v_37
AFUB_046190-T	25_v_37
AFUB_048260-T	25_v_37
AFUB_077660-T	25_v_37
AFUB_003720-T	25_v_37
AFUB_024720-T	37_v_42
AFUB_048550-T	37_v_42
AFUB_045400-T	37_v_42
AFUB_080090-T	37_v_42
AFUB_045830-T	37_v_42
AFUB_003060-T	37_v_42
AFUB_078900-T	37_v_42
AFUB_081300-T	37_v_42
AFUB_102050-T	37_v_42
AFUB_000340-T	37_v_42
AFUB_033760-T	37_v_42
AFUB_073780-T	37_v_42
AFUB_055260-T	37_v_42
AFUB_026060-T	37_v_42
AFUB_092380-T	37_v_42
AFUB_013910-T	37_v_42
AFUB_071195-T	37_v_42
AFUB_097520-T	37_v_42
AFUB_086230-T	25_v_42
AFUB_051740-T	25_v_42
AFUB_074200-T	25_v_42
AFUB_041500-T	25_v_42
AFUB_010470-T	25_v_42
AFUB_095990-T	25_v_42
AFUB_035560-T	25_v_42
AFUB_034680-T	25_v_42
AFUB_016570-T	25_v_42
AFUB_033890-T	25_v_42
AFUB_018850-T	25_v_42
AFUB_028350-T	25_v_42
AFUB_017180-T	25_v_42
AFUB_091100-T	25_v_42
AFUB_023320-T	25_v_42
AFUB_027560-T	25_v_42
AFUB_057190-T	25_v_42
AFUB_072890-T	25_v_42
AFUB_080970-T	25_v_42
AFUB_084160-T	25_v_42
AFUB_065530-T	25_v_42
AFUB_033480-T	25_v_42
AFUB_046440-T	25_v_42
AFUB_016350-T	25_v_42
AFUB_061390-T	25_v_42
AFUB_052230-T	25_v_42
AFUB_024090-T	25_v_42
AFUB_086820-T	25_v_42
AFUB_016460-T	25_v_42
AFUB_035640-T	25_v_42
AFUB_100850-T	25_v_42
AFUB_021300-T	25_v_42
AFUB_013940-T	25_v_42
AFUB_045110-T	25_v_42
AFUB_099260-T	25_v_42
AFUB_058730-T	25_v_42
AFUB_092760-T	25_v_42
AFUB_049270-T	25_v_42
AFUB_047520-T	25_v_42
AFUB_060260-T	25_v_42
AFUB_012600-T	25_v_42
AFUB_060350-T	25_v_42
AFUB_057690-T	25_v_42
AFUB_062300-T	25_v_42
AFUB_085540-T	25_v_42
AFUB_001480-T	25_v_42
AFUB_057710-T	25_v_42
AFUB_094550-T	25_v_42
AFUB_075870-T	25_v_42
AFUB_090390-T	25_v_42
AFUB_010180-T	25_v_42
AFUB_040980-T	25_v_42
AFUB_030900-T	25_v_42
AFUB_074760-T	25_v_42
AFUB_079590-T	25_v_42
AFUB_006610-T	25_v_42
AFUB_032430-T	25_v_42
AFUB_054470-T	25_v_42
AFUB_072880-T	25_v_42
AFUB_063230-T	25_v_42
AFUB_063740-T	25_v_42
AFUB_088020-T	25_v_42
AFUB_026350-T	25_v_42
AFUB_045690-T	25_v_42
AFUB_062910-T	25_v_42
AFUB_021060-T	25_v_42
AFUB_031720-T	25_v_42
AFUB_046880-T	25_v_42
AFUB_080430-T	25_v_42
AFUB_008620-T	25_v_42
AFUB_013670-T	25_v_42
AFUB_070980-T	25_v_42
AFUB_054070-T	25_v_42
AFUB_031570-T	25_v_42
AFUB_059850-T	25_v_42
AFUB_009190-T	25_v_42
AFUB_014550-T	25_v_42
AFUB_016680-T	25_v_42
AFUB_025730-T	25_v_42
AFUB_022570-T	25_v_42
AFUB_087100-T	25_v_42
AFUB_046450-T	25_v_42
AFUB_085960-T	25_v_42
AFUB_079790-T	25_v_42
AFUB_085810-T	25_v_42
AFUB_091250-T	25_v_42
AFUB_028000-T	25_v_42
AFUB_017060-T	25_v_42
AFUB_057280-T	25_v_42
AFUB_008740-T	25_v_42
AFUB_062250-T	25_v_42
AFUB_052500-T	25_v_42
AFUB_027400-T	25_v_42
AFUB_016330-T	25_v_42
AFUB_080700-T	25_v_42
AFUB_013480-T	25_v_42
AFUB_017790-T	25_v_42
AFUB_078910-T	25_v_42
AFUB_079190-T	25_v_42
AFUB_046530-T	25_v_42
AFUB_014950-T	25_v_42
AFUB_030170-T	25_v_42
AFUB_077140-T	25_v_42
AFUB_022720-T	25_v_42
AFUB_067870-T	25_v_42
AFUB_098400-T	25_v_42
AFUB_014900-T	25_v_42
AFUB_005780-T	25_v_42
AFUB_077940-T	25_v_42
AFUB_082470-T	25_v_42
AFUB_003330-T	25_v_42
AFUB_083360-T	25_v_42
AFUB_014400-T	25_v_42
AFUB_001680-T	25_v_42
AFUB_035310-T	25_v_42
AFUB_078880-T	25_v_42
AFUB_001040-T	25_v_42
AFUB_030440-T	25_v_42
AFUB_032710-T	25_v_42
AFUB_078940-T	25_v_42
AFUB_081830-T	25_v_42
AFUB_093920-T	25_v_42
AFUB_041179-T	25_v_42
AFUB_046280-T	25_v_42
AFUB_035910-T	25_v_42
AFUB_003340-T	25_v_42
